"","X","eventid","iyear","imonth","iday","extended","country","region","latitude","longitude","specificity","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","attacktype1","targtype1","targsubtype1","natlty1","guncertain1","individual","weaptype1","weapsubtype1","nkill","Cluster"
"1",74122,200907060017,2009,7,6,0,78,8,37.99749,23.762728,1,0,1,1,1,0,0,1,0,7,2,21,78,0,0,8,19,0,1
"2",66412,200705140005,2007,5,14,0,160,5,6.41871,121.972443,1,1,1,1,1,0,1,1,0,7,2,19,160,0,0,5,2,0,1
"3",67496,200710050003,2007,10,5,0,182,11,2.059819,45.326115,1,0,1,1,1,0,0,1,0,2,2,20,182,0,0,5,3,3,2
"4",21405,198511290006,1985,11,29,0,603,8,51.504387,-0.140041,1,0,1,1,1,-9,0,1,0,1,1,7,216,0,0,5,2,1,3
"5",50636,199609060004,1996,9,6,0,87,2,18.431389,-72.866944,1,0,1,1,1,-9,0,0,0,7,8,49,87,0,0,8,18,0,1
"6",138569,201703220032,2017,3,22,0,153,6,26.938782,68.427334,2,0,1,1,1,0,1,1,0,3,19,100,153,0,0,6,12,0,1
"7",41134,199205120006,1992,5,12,0,75,8,52.131076,11.636583,1,0,1,1,1,0,0,1,0,8,14,78,75,0,0,9,21,1,2
"8",9123,198007080004,1980,7,8,0,83,2,14.622869,-90.529068,1,0,1,1,1,0,0,1,0,1,8,48,83,0,0,5,5,1,4
"9",68059,200711250005,2007,11,25,0,153,6,28.820094,70.178762,2,0,1,1,1,0,1,1,0,3,21,106,153,0,0,6,16,0,2
"10",5095,197805240004,1978,5,24,0,94,10,34.640097,50.875948,1,0,1,1,1,-9,0,1,0,7,1,3,94,0,0,8,18,0,4
"11",42916,199210260007,1992,10,26,0,174,11,12.35,-16.716667,1,0,1,1,1,-9,0,1,0,2,1,8,174,0,0,5,2,2,1
"12",96248,201308170003,2013,8,17,0,4,6,33.802319,69.834155,3,0,1,1,1,0,0,1,0,3,3,25,4,0,0,6,16,2,2
"13",29663,198901310007,1989,1,31,0,186,6,5.973638,80.42819,1,0,1,0,1,1,0,1,0,3,22,110,186,0,0,5,2,1,5
"14",15727,198309010009,1983,9,1,0,159,3,-7.861217,-77.941739,1,0,1,1,1,0,0,1,0,2,14,75,159,0,0,5,2,8,1
"15",17868,198406180009,1984,6,18,0,145,2,11.701622,-84.330582,3,1,1,1,0,1,0,1,0,2,4,29,145,0,0,5,2,110,3
"16",133220,201608300041,2016,8,30,0,205,5,6.701099,101.617255,2,0,1,1,1,0,0,1,0,4,1,7,205,0,0,5,3,0,2
"17",142113,201708040037,2017,8,4,0,205,5,6.146342,101.912079,2,0,1,1,1,0,0,1,0,3,3,23,205,0,0,6,12,0,3
"18",37557,199106240003,1991,6,24,0,69,8,42.699997,9.447317,1,0,1,1,1,0,0,1,0,3,2,21,69,0,0,6,16,0,2
"19",128082,201603150021,2016,3,15,0,4,6,34.219418,69.098912,2,0,0,1,1,1,0,0,0,6,14,68,4,0,0,5,5,1,1
"20",56183,200004010001,2000,4,1,0,93,5,5.183798,97.141575,1,0,1,1,1,1,0,1,0,2,4,34,93,0,0,5,2,0,3
"21",52475,199706120009,1997,6,12,0,6,10,36.50054,2.8927,1,0,1,1,1,0,0,1,0,9,14,75,6,0,0,13,23,12,6
"22",88366,201208240023,2012,8,24,0,153,6,24.891115,67.143311,1,0,1,1,1,0,0,1,0,2,19,99,153,0,0,5,5,1,2
"23",17126,198403200003,1984,3,20,0,45,3,2.95485,-76.26825,1,0,1,1,1,0,0,1,0,1,14,68,45,0,0,13,21,2,3
"24",49193,199601230001,1996,1,23,0,167,9,55.751377,37.579914,1,0,1,1,1,0,0,1,0,1,10,55,167,0,0,5,5,1,2
"25",35057,199008240007,1990,8,24,0,209,10,41.106178,28.689863,1,0,1,1,1,0,0,1,0,3,7,46,185,0,0,6,16,0,1
"26",61445,200407260008,2004,7,26,0,93,5,-6.208821,106.846046,1,0,1,1,1,0,0,1,0,3,2,21,93,0,0,6,14,0,1
"27",67492,200710040016,2007,10,4,0,95,10,30.510054,47.778095,1,0,1,1,1,0,1,1,0,2,8,49,95,0,0,5,5,1,3
"28",15170,198306020009,1983,6,2,0,159,3,-9.529924,-77.5288,1,0,1,1,1,0,0,1,0,3,1,5,159,0,0,6,16,0,3
"29",110267,201409160001,2014,9,16,0,4,6,34.516895,69.147011,1,0,1,1,1,0,0,1,1,3,4,37,422,0,0,6,15,4,1
"30",2700,197510290002,1975,10,29,0,603,8,51.504387,-0.140041,1,0,1,1,1,0,0,1,0,3,1,2,216,0,0,6,16,0,4
"31",21695,198601200002,1986,1,20,0,159,3,-10.680652,-76.259918,1,0,1,1,1,0,0,1,0,3,1,7,159,0,0,6,16,0,1
"32",115427,201502110033,2015,2,11,0,160,5,16.22991,120.486845,3,0,1,1,1,0,0,1,0,1,2,15,160,0,0,5,3,1,1
"33",12147,198201030006,1982,1,3,0,83,2,14.403889,-90.698611,1,0,1,1,1,0,0,1,0,2,14,73,83,0,0,8,18,0,1
"34",36719,199103250014,1991,3,25,0,92,6,33.874027,74.901505,1,0,1,1,1,-9,0,1,0,2,3,25,92,0,0,5,2,1,7
"35",13305,198207210005,1982,7,21,0,159,3,-12.948146,-74.020842,1,0,1,1,1,0,0,1,0,2,3,22,159,0,0,5,2,1,4
"36",18904,198410300006,1984,10,30,0,145,2,14.233737,-83.538859,2,1,1,1,1,0,0,1,0,2,14,67,145,0,0,5,2,21,1
"37",71765,200811300006,2008,11,30,0,167,9,43.511111,44.6,1,0,1,1,1,0,0,1,0,2,14,69,167,0,0,5,5,1,2
"38",91241,201301280035,2013,1,28,0,19,6,23.791275,90.418205,1,0,1,1,1,0,1,1,0,3,8,49,19,0,0,6,17,0,7
"39",55311,199907040004,1999,7,4,1,93,5,-8.758333,125.2075,1,1,1,1,1,0,0,0,0,2,7,47,347,0,0,5,2,1,5
"40",140430,201706030042,2017,6,3,0,200,10,32.622334,36.103756,1,0,1,1,1,0,1,1,0,3,14,75,200,0,0,6,11,0,2
"41",43947,199401200007,1994,1,20,0,209,10,39.930771,32.76754,1,0,1,1,1,0,0,1,0,3,2,15,209,0,0,6,16,0,3
"42",41774,199207200009,1992,7,20,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,1,1,0,3,1,3,159,0,0,6,16,0,1
"43",128453,201603290018,2016,3,29,0,95,10,33.592064,42.618965,1,0,1,1,1,0,0,1,0,3,17,94,95,0,0,6,17,1,1
"44",133640,201609160019,2016,9,16,0,200,10,36.201721,37.14352,1,0,1,1,1,0,0,1,0,3,15,86,200,0,0,6,11,3,1
"45",41412,199206070010,1992,6,7,0,183,11,-26.252697,27.870275,1,0,1,1,1,-9,0,1,0,2,3,23,183,0,0,5,3,2,3
"46",65486,200611170003,2006,11,17,0,205,5,6.491822,101.3885,3,0,1,1,1,1,0,1,0,2,14,69,205,0,0,5,5,1,3
"47",31209,198907260007,1989,7,26,0,4,6,34.516895,69.147011,1,0,1,1,1,0,0,0,0,3,14,74,4,0,0,6,16,0,2
"48",80165,201102070003,2011,2,7,0,95,10,33.74324,44.623825,1,0,1,1,1,0,0,1,0,3,2,15,95,0,0,6,17,0,3
"49",106178,201405310021,2014,5,31,0,153,6,30.183279,71.405854,1,0,1,1,1,0,0,1,0,2,10,53,153,0,0,5,2,0,3
"50",61464,200408010002,2004,8,1,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,0,3,15,86,95,0,0,6,15,2,1
"51",31790,198909160007,1989,9,16,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,0,1,0,3,1,3,45,0,0,6,16,0,4
"52",142037,201708010030,2017,8,1,0,214,9,48.581535,39.355545,1,0,1,1,1,0,0,1,0,3,14,80,214,0,0,6,16,0,5
"53",46615,199501140001,1995,1,14,0,168,11,-9.584336,74.34288,5,1,1,1,1,0,0,1,0,9,14,65,167,0,0,13,23,18,2
"54",87970,201208050042,2012,8,5,0,113,10,32.069286,20.151144,1,0,1,1,1,0,0,1,0,1,4,34,113,0,0,5,5,1,3
"55",101333,201401310019,2014,1,31,0,147,11,9.666667,8.516667,1,0,1,1,1,0,0,1,0,2,14,67,147,0,0,5,5,7,4
"56",125591,201512260010,2015,12,26,0,95,10,33.126019,44.685215,1,0,1,1,1,0,0,1,0,3,14,74,95,0,0,6,16,2,2
"57",58198,200108160015,2001,8,16,1,93,5,4.527142,97.607574,1,0,1,1,1,0,0,1,0,6,3,25,93,0,0,5,5,0,6
"58",134230,201610050045,2016,10,5,0,97,10,31.5282,34.596382,1,0,1,1,1,0,0,1,0,3,14,75,97,0,0,6,11,0,8
"59",17809,198406110003,1984,6,11,0,603,8,54.819164,-7.467909,1,0,1,1,1,0,0,1,0,7,1,7,233,0,0,8,19,0,6
"60",136792,201701070022,2017,1,7,0,217,1,32.713541,-97.355277,1,0,1,1,1,0,0,1,0,7,15,86,217,0,1,8,18,0,3
"61",85737,201204190052,2012,4,19,0,153,6,34.123104,72.469017,1,0,1,1,1,0,0,1,0,3,3,25,153,0,0,6,7,0,3
"62",132489,201608060022,2016,8,6,1,160,5,6.021834,121.16568,1,0,1,1,1,0,0,1,0,6,14,68,160,0,0,5,5,0,3
"63",101520,201402050004,2014,2,5,0,113,10,32.069286,20.151144,1,0,1,1,1,0,0,1,0,3,10,55,113,0,0,6,17,0,3
"64",54234,199804220003,1998,4,22,0,153,6,32.493537,74.530343,1,0,1,1,1,0,0,1,0,3,19,99,153,0,0,6,12,0,1
"65",86419,201205210016,2012,5,21,0,95,10,33.349159,43.784199,1,0,1,1,1,0,1,1,0,3,3,23,95,0,0,6,29,1,7
"66",52047,199703300001,1997,3,30,0,92,6,34.08374,74.789902,1,0,1,1,1,0,0,1,0,3,3,23,92,0,0,6,7,0,7
"67",77219,201005160004,2010,5,16,0,92,6,17.864437,81.408409,1,0,1,1,1,0,0,1,0,2,3,25,92,1,0,5,5,1,5
"68",3296,197609040001,1976,9,4,0,30,3,-23.550711,-46.633475,1,0,1,1,1,0,0,1,0,3,14,77,30,0,0,6,16,0,6
"69",55539,199909160005,1999,9,16,0,110,10,33.309864,35.290858,4,0,1,1,1,0,0,1,0,3,4,27,97,0,0,6,11,0,1
"70",141793,201707220024,2017,7,22,0,173,10,24.08554,38.063286,1,0,1,1,1,0,0,1,0,3,1,1,173,0,0,6,11,0,4
"71",16973,198403050004,1984,3,5,0,45,3,9.032222,-75.238611,1,0,1,1,1,0,0,1,0,2,14,75,45,0,0,5,2,3,3
"72",103703,201404010020,2014,4,1,0,147,11,11.840929,13.141459,1,1,1,1,1,0,0,1,1,3,4,36,147,0,0,6,15,19,6
"73",83424,201111270030,2011,11,27,0,182,11,2.059819,45.326115,1,0,1,1,1,0,0,1,0,3,1,6,182,0,0,6,16,0,1
"74",82490,201109160012,2011,9,16,0,95,10,32.468191,44.550194,4,0,1,1,1,0,0,0,0,2,2,18,95,0,0,5,5,0,1
"75",130313,201605260034,2016,5,26,0,113,10,32.069286,20.151144,1,0,1,1,1,0,1,1,0,3,14,75,113,0,0,6,11,0,6
"76",141154,201706280020,2017,6,28,0,4,6,37.041229,70.624428,1,0,1,1,1,0,0,1,0,6,3,25,4,0,0,5,5,2,6
"77",62041,200502180001,2005,2,18,0,6,10,35.525966,6.229588,4,0,1,1,1,1,0,1,0,2,4,34,6,0,0,5,2,10,8
"78",9555,198009280001,1980,9,28,0,45,3,6.313712,-73.950146,1,0,1,1,1,0,0,1,0,1,2,18,45,0,0,5,4,1,1
"79",82283,201108240007,2011,8,24,0,4,6,32.9833,67.9666,1,0,1,1,1,0,1,1,0,3,16,92,4,1,0,6,16,0,3
"80",47536,199506020011,1995,6,2,0,45,3,3.429344,-76.516037,1,0,1,1,1,0,0,0,0,3,2,18,45,1,0,6,16,0,7
"81",46721,199502010009,1995,2,1,0,45,3,4.085809,-76.197188,1,0,1,1,1,-9,0,1,0,1,14,68,45,0,0,13,23,2,2
"82",127472,201602250020,2016,2,25,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,1,3,15,86,95,0,0,6,13,11,1
"83",77852,201007130012,2010,7,13,0,92,6,18.9,81.35,1,1,1,1,1,0,1,1,0,2,3,25,92,1,0,5,5,0,6
"84",121304,201508090107,2015,8,9,0,200,10,36.2065,37.160027,4,0,1,1,0,1,0,1,0,3,4,27,200,0,0,6,15,44,5
"85",99942,201312210067,2013,12,21,0,95,10,33.349159,43.784199,1,0,1,1,1,0,1,1,0,2,3,24,95,0,0,5,5,1,3
"86",584,197102200001,1971,2,20,0,49,2,9.933333,-84.083333,1,0,1,1,1,-9,0,1,0,6,14,68,49,0,0,13,23,5,7
"87",124539,201511200003,2015,11,20,0,4,6,32.446464,62.145413,3,0,1,1,1,0,0,1,0,2,4,29,4,0,0,5,5,1,3
"88",140006,201705200014,2017,5,20,0,153,6,26.626959,63.353138,1,0,1,1,1,0,0,1,0,7,16,90,153,0,0,5,5,0,6
"89",67575,200710150003,2007,10,15,0,186,6,6.398352,81.481771,1,0,1,1,0,1,0,1,0,2,4,27,186,0,0,5,5,6,3
"90",131957,201607200019,2016,7,20,0,200,10,36.201721,37.14352,1,0,1,1,1,0,0,1,0,3,14,75,200,0,0,6,11,0,1
"91",23874,198612310003,1986,12,31,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,3,1,2,233,0,0,13,23,1,3
"92",96440,201308250009,2013,8,25,0,95,10,34.010471,44.148235,1,0,1,1,1,0,0,0,0,1,2,14,95,0,0,6,15,3,3
"93",32696,198912100012,1989,12,10,0,186,6,6.418483,80.823938,1,0,1,1,1,0,0,1,0,7,1,9,186,0,0,8,18,0,3
"94",22840,198606300013,1986,6,30,0,159,3,-12.939782,-74.247478,1,0,1,1,0,1,0,1,0,2,4,29,159,0,0,5,2,7,2
"95",105053,201405050008,2014,5,5,0,228,10,15.325443,44.211895,1,0,1,1,1,0,0,1,0,2,7,45,69,0,0,5,5,1,1
"96",115184,201502050001,2015,2,5,0,92,6,25.095386,94.361652,3,0,1,1,1,0,0,1,0,3,14,67,92,0,0,6,16,1,2
"97",133331,201609030094,2016,9,3,0,158,3,-23.26564,-56.448541,1,0,1,1,1,0,0,1,0,2,1,9,158,1,0,5,5,1,2
"98",79963,201101200004,2011,1,20,0,153,6,33.697271,71.144852,3,0,1,1,1,0,0,1,0,2,3,25,153,0,0,5,5,1,4
"99",140855,201706180037,2017,6,18,0,160,5,10.88,122.43,3,0,1,1,1,0,0,1,0,5,3,22,160,0,0,5,5,0,3
"100",38896,199110180011,1991,10,18,0,87,2,18.527716,-72.33284,1,0,1,1,1,-9,0,1,0,9,1,7,87,0,0,13,23,0,7
"101",114594,201501210039,2015,1,21,0,92,6,19.662248,83.40786,1,0,1,1,1,0,0,1,0,7,8,49,92,1,0,8,18,0,1
"102",31276,198908020016,1989,8,2,0,159,3,-11.822224,-75.392952,3,0,1,1,1,0,1,1,0,3,21,107,159,0,0,6,16,0,3
"103",82889,201110260015,2011,10,26,0,95,10,32.887157,44.341637,1,0,1,1,1,0,0,1,0,3,15,85,95,0,0,6,17,2,8
"104",66122,200703250003,2007,3,25,0,95,10,32.887157,44.341637,1,0,1,1,1,0,0,1,0,3,15,86,95,0,0,6,16,0,1
"105",10477,198103150010,1981,3,15,0,185,8,43.291618,-1.977903,1,0,1,1,1,0,0,1,0,3,1,11,185,0,0,6,16,0,1
"106",18764,198410080005,1984,10,8,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,0,1,0,3,9,52,159,0,0,6,16,0,3
"107",115352,201502090058,2015,2,9,0,147,11,7.689167,9.250278,3,0,1,1,1,0,1,1,0,2,14,75,147,0,0,5,3,1,3
"108",24239,198702280012,1987,2,28,0,159,3,-11.967368,-76.978462,1,0,1,1,1,0,1,1,0,3,1,3,159,1,0,6,16,0,2
"109",73844,200906110004,2009,6,11,0,167,9,43.4,42.916667,1,0,1,1,1,0,0,1,0,3,1,10,167,0,0,6,17,0,3
"110",124789,201511270038,2015,11,27,0,4,6,33.335258,69.928467,1,0,1,1,1,0,0,1,0,3,3,23,4,0,0,6,8,1,4
"111",55306,199907030007,1999,7,3,0,217,1,39.845845,-88.952459,1,0,1,1,1,1,1,1,0,2,15,85,217,0,0,5,3,0,2
"112",59221,200205000001,2002,5,0,1,45,3,7.198606,-75.341218,4,0,1,1,1,0,0,1,0,6,14,77,45,0,0,13,22,0,4
"113",21640,198601080003,1986,1,8,0,145,2,10.912396,-86.267014,5,0,1,1,0,1,0,1,0,2,4,29,145,0,0,5,2,3,8
"114",100126,201312280015,2013,12,28,0,4,6,31.623036,65.054246,3,0,1,1,1,0,0,1,0,3,14,73,4,0,0,6,16,2,3
"115",69872,200806100032,2008,6,10,0,160,5,8.565139,125.522394,1,0,1,1,1,0,0,1,0,2,14,67,160,1,0,5,5,2,8
"116",38357,199109010009,1991,9,1,0,92,6,30.381945,75.546798,1,1,1,1,1,0,0,1,0,2,14,73,92,0,0,5,2,11,2
"117",140639,201706110001,2017,6,11,0,173,10,26.587351,49.984146,1,0,1,1,0,1,0,1,0,3,4,29,173,0,0,6,16,1,1
"118",90642,201301010004,2013,1,1,0,95,10,35.45211,44.375465,1,0,1,1,1,0,0,1,0,3,3,23,95,0,0,6,16,0,4
"119",27437,198805010022,1988,5,1,0,19,6,40.598888,67.143311,5,0,1,1,1,0,0,1,0,2,14,75,19,0,0,5,2,0,3
"120",40367,199203100011,1992,3,10,0,222,3,10.063506,-69.334722,1,0,1,1,1,0,0,1,0,3,14,74,222,0,0,6,9,0,1
"121",25464,198708110017,1987,8,11,0,110,10,34.438094,35.830837,1,0,1,1,0,1,0,0,0,1,4,34,200,0,0,13,23,0,5
"122",98918,201311190071,2013,11,19,0,160,5,7.351463,126.155,1,0,1,1,0,1,0,0,0,9,4,34,160,0,0,13,21,0,3
"123",105876,201405240126,2014,5,24,0,153,6,28.306333,65.598567,2,0,1,1,1,0,0,1,0,2,14,68,153,0,0,5,5,2,3
"124",44789,199404180002,1994,4,18,0,177,11,7.863215,-11.195717,1,1,1,1,1,0,0,1,0,2,14,73,177,0,0,5,2,1,8
"125",72465,200902030016,2009,2,3,0,160,5,8.268233,124.258461,1,0,1,1,1,0,0,1,0,3,16,94,160,1,0,6,17,0,1
"126",80187,201102080003,2011,2,8,0,160,5,14.599352,120.984772,1,0,1,1,1,0,0,1,0,2,3,25,160,0,0,9,23,1,3
"127",29724,198902100004,1989,2,10,0,183,11,-33.941849,18.41964,1,0,1,1,1,-9,0,0,0,3,14,79,183,0,0,6,16,0,3
"128",45837,199409160005,1994,9,16,0,92,6,33.789497,75.103386,1,0,1,1,1,0,0,0,0,9,2,18,92,0,0,13,23,0,7
"129",130143,201605210019,2016,5,21,0,229,11,1.046619,29.092653,1,0,1,1,1,0,0,1,0,2,14,75,229,0,0,5,5,0,3
"130",111969,201411020060,2014,11,2,0,147,11,8.973316,7.987165,2,0,1,1,1,0,1,1,0,7,14,75,147,0,0,8,18,1,1
"131",10809,198105100001,1981,5,10,0,49,2,9.912214,-84.138237,1,0,1,1,1,-9,0,1,0,6,1,2,217,0,0,13,23,1,7
"132",49276,199602070009,1996,2,7,0,19,6,22.372936,90.337372,4,0,1,1,1,0,1,1,0,2,14,73,19,0,0,8,18,0,1
"133",7858,197912140003,1979,12,14,0,98,8,45.072731,7.679541,1,0,1,1,1,0,0,1,0,2,1,4,98,0,0,5,3,0,3
"134",133576,201609130024,2016,9,13,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,2,2,20,95,0,0,5,5,1,1
"135",94847,201306300015,2013,6,30,0,95,10,32.469238,44.416637,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,29,1,3
"136",83325,201111210010,2011,11,21,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,2,18,95,0,0,6,16,0,4
"137",102413,201402270025,2014,2,27,0,95,10,33.888016,45.087186,3,0,1,1,1,0,0,1,0,1,4,34,95,0,0,5,5,1,3
"138",11329,198108170013,1981,8,17,0,83,2,14.306192,-90.363067,1,0,1,1,1,-9,0,0,0,3,14,79,83,0,0,13,23,0,3
"139",128024,201603130075,2016,3,13,0,147,11,7.350826,8.836276,4,0,1,1,1,0,1,1,0,2,14,75,147,0,0,5,5,0,3
"140",137142,201701240010,2017,1,23,0,123,11,19.464848,0.856393,1,0,1,1,1,0,0,1,0,3,7,47,422,0,0,6,11,1,2
"141",104962,201405020071,2014,5,2,1,214,9,47.981647,37.762325,1,0,1,1,1,0,0,1,0,6,14,84,214,0,0,13,23,0,3
"142",62068,200502280002,2005,2,28,0,95,10,32.469238,44.416637,1,0,1,1,1,0,0,1,1,3,14,69,95,0,0,6,15,110,1
"143",94346,201306090012,2013,6,9,0,153,6,32.975433,70.273735,1,0,1,1,0,1,0,1,0,3,4,34,153,0,0,6,16,0,4
"144",49411,199602270007,1996,2,27,0,186,6,7.640506,80.427088,1,0,1,1,1,0,0,1,0,6,14,77,186,0,0,13,23,0,6
"145",45179,199406030001,1994,6,3,0,603,8,40.17857,86.012157,5,0,1,1,1,-9,0,0,0,1,1,5,216,0,0,6,9,0,3
"146",63694,200601300004,2006,1,30,0,205,5,6.760263,101.295165,3,0,1,1,1,0,0,1,0,2,2,18,205,0,0,5,5,1,3
"147",78402,201009040011,2010,9,4,0,153,6,33.567082,72.642412,1,0,1,1,1,0,0,1,0,2,4,37,153,0,0,5,5,1,4
"148",33113,199002040009,1990,2,4,0,137,11,-19.233887,34.861416,4,0,1,1,1,0,0,1,0,2,2,21,137,0,0,5,2,12,1
"149",122893,201509290044,2015,9,29,0,4,6,37.497573,69.502104,3,0,1,1,1,0,0,0,0,9,14,75,4,0,0,13,23,0,3
"150",139077,201704110031,2017,4,11,1,113,10,32.354923,15.105525,1,0,1,1,1,0,0,1,0,6,14,68,6,0,0,13,23,0,2
"151",100864,201401180010,2014,1,18,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,0,3,14,67,95,0,0,6,15,3,1
"152",18639,198409180001,1984,9,18,0,61,2,13.69288,-122.280022,5,0,1,1,0,1,0,1,0,3,4,29,61,0,0,6,16,0,1
"153",38239,199108190012,1991,8,19,0,92,6,30.591308,74.811534,1,1,1,1,0,1,0,1,0,2,4,29,92,0,0,5,2,4,3
"154",126135,201601130048,2016,1,13,0,92,6,18.796075,80.821506,3,0,1,1,1,0,0,1,0,3,14,68,92,0,0,6,8,0,3
"155",111350,201410150058,2014,10,15,0,153,6,32.320237,69.859741,3,0,1,1,0,1,1,1,0,3,4,29,153,0,0,6,16,0,2
"156",81646,201106180009,2011,6,18,1,182,11,2.617941,44.892755,3,0,1,1,1,0,0,1,0,6,14,67,182,1,0,13,23,0,4
"157",122817,201509260028,2015,9,26,0,41,11,4.37474,18.551292,1,0,1,1,1,0,0,1,0,9,14,69,41,0,0,13,23,1,1
"158",69119,200804140022,2008,4,14,0,228,10,15.45639,45.324871,1,0,1,1,1,0,0,1,0,3,4,27,228,1,0,6,11,0,1
"159",47105,199503290005,1995,3,29,0,209,10,41.106178,28.689863,1,0,1,1,1,-9,0,1,0,7,16,90,209,0,0,8,18,0,4
"160",114092,201501090009,2015,1,9,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,2,2
"161",30472,198904280001,1989,4,28,0,160,5,14.596051,120.978666,1,0,1,1,1,0,0,1,0,1,1,5,160,0,0,5,3,1,2
"162",5247,197807200004,1978,7,20,0,98,8,45.469212,9.174508,1,0,1,1,1,0,0,1,0,3,1,2,98,0,0,6,16,0,4
"163",79622,201012170007,2010,12,17,0,99,11,5.316667,-4.033333,1,0,1,1,1,0,0,1,0,2,7,47,99,0,0,5,5,0,1
"164",81166,201105070005,2011,5,7,0,167,9,42.98542,47.450668,1,0,1,1,1,0,0,1,0,3,14,67,167,0,0,6,17,0,1
"165",103664,201403310015,2014,3,31,0,4,6,36.450556,67.896111,3,0,1,1,1,0,0,1,0,3,3,23,4,0,0,6,16,0,5
"166",60673,200308220001,2003,8,22,0,217,1,34.072149,-117.938024,1,0,1,1,1,0,0,1,0,7,1,4,217,0,0,8,18,0,2
"167",54391,199807270003,1998,7,27,0,78,8,37.99749,23.762728,1,0,1,1,1,0,1,1,0,7,1,4,98,0,0,8,18,0,3
"168",92608,201304050032,2013,4,5,0,113,10,32.760742,21.757212,1,0,1,1,1,0,0,1,0,3,2,21,113,0,0,6,15,0,7
"169",30130,198903190018,1989,3,19,0,186,6,8.144427,80.411537,1,0,1,1,1,0,0,1,0,3,3,23,186,0,0,6,8,3,1
"170",135832,201611280017,2016,11,28,0,153,6,34.006004,71.53743,1,0,1,1,1,0,0,1,0,2,3,23,153,0,0,5,2,1,3
"171",40003,199201310008,1992,1,31,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,7,1,7,233,0,0,8,20,0,3
"172",28978,198811150006,1988,11,15,0,186,6,6.941837,79.861687,1,0,1,1,1,0,0,1,0,7,19,101,186,0,0,8,18,0,3
"173",88701,201209100033,2012,9,10,0,60,10,28.672312,33.25267,2,0,1,1,1,0,0,1,0,2,3,23,60,0,0,5,5,0,2
"174",19203,198412190024,1984,12,19,0,159,3,-12.787148,-74.973207,3,0,1,1,1,0,0,1,0,7,2,21,159,0,0,13,23,0,7
"175",63513,200601070003,2006,1,7,0,4,6,34.417122,70.449593,1,0,1,1,1,0,0,1,0,3,3,25,4,0,0,6,12,1,1
"176",95796,201307310060,2013,7,31,0,153,6,34.006004,71.53743,1,1,1,1,1,0,0,1,0,2,2,20,153,0,0,5,3,1,3
"177",118304,201505090066,2015,5,9,0,200,10,36.201721,37.14352,1,0,1,1,1,0,0,1,0,3,14,75,200,0,0,6,11,5,4
"178",79767,201101010003,2011,1,1,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,1,3,25,95,0,0,5,5,1,3
"179",17973,198407040008,1984,7,4,0,78,8,37.99749,23.762728,1,0,1,1,1,0,0,1,0,1,14,70,113,0,0,5,5,2,8
"180",111380,201410160020,2014,10,16,0,228,10,13.966953,44.002258,1,0,1,1,1,0,1,1,0,7,2,21,228,0,0,8,18,1,7
"181",118403,201505120111,2015,5,12,0,95,10,33.128586,44.176772,2,0,1,1,1,0,0,0,0,3,20,108,95,0,0,6,16,0,3
"182",11578,198110030003,1981,10,3,0,199,8,46.198392,6.142296,1,0,1,1,1,0,0,1,0,3,2,14,199,0,0,13,24,0,3
"183",106699,201406130039,2014,6,13,0,153,6,33.425489,70.73611,1,1,1,1,1,0,0,0,0,3,15,86,153,0,0,6,16,0,2
"184",69504,200805140004,2008,5,14,0,92,6,22.540595,88.136459,1,0,1,1,1,0,1,1,0,3,14,84,92,0,0,6,17,0,8
"185",100875,201401180029,2014,1,18,0,92,6,25.213493,90.652998,1,1,1,1,1,0,0,0,0,1,2,18,92,1,0,5,5,0,3
"186",13725,198210060004,1982,10,6,0,185,8,43.32412,-1.929857,1,0,1,1,1,0,0,1,0,3,1,3,185,0,0,6,16,0,5
"187",130215,201605240001,2016,5,23,0,200,10,34.896351,35.886443,1,0,1,1,1,0,1,1,0,3,19,101,200,0,0,6,15,16,2
"188",11652,198110170006,1981,10,17,0,159,3,-13.531688,-71.966924,1,0,1,1,1,-9,0,1,0,3,1,7,159,0,0,6,16,0,3
"189",102104,201402200043,2014,2,20,0,95,10,32.777344,44.289352,1,0,1,1,1,0,1,1,0,3,14,74,95,0,0,6,11,8,3
"190",80276,201102170015,2011,2,17,0,160,5,14.035219,121.325442,1,1,1,1,1,0,0,1,0,2,2,18,160,0,0,5,5,1,3
"191",94517,201306160039,2013,6,16,0,160,5,6.785833,124.964722,1,0,1,1,1,0,0,1,0,2,3,25,160,0,0,5,5,2,1
