"","X","eventid","iyear","imonth","iday","extended","country","region","latitude","longitude","specificity","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","attacktype1","targtype1","targsubtype1","natlty1","guncertain1","individual","weaptype1","weapsubtype1","nkill","Cluster"
"7443",87367,201207070022,2012,7,7,0,147,11,9.437104,8.756075,1,0,1,1,1,0,1,1,0,2,14,69,147,0,0,5,2,15,6
"7444",114832,201501270046,2015,1,27,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,7,15,86,95,0,0,8,18,0,8
"7445",70716,200808110035,2008,8,11,0,153,6,34.856902,71.429936,3,0,1,1,1,0,0,1,0,6,14,67,153,0,0,13,27,2,3
"7446",12657,198203290001,1982,3,29,0,43,3,-33.366238,-70.505302,1,0,1,1,1,0,0,1,0,3,7,46,61,0,0,6,16,0,7
"7447",14931,198305020006,1983,5,2,0,145,2,13.34103,-86.4534,1,0,1,1,0,1,0,1,0,2,4,35,145,0,0,5,2,25,2
"7448",129911,201605140021,2016,5,14,0,95,10,33.163559,43.863106,1,0,1,1,1,0,0,1,1,3,14,75,95,0,0,6,13,13,1
"7449",21927,198602270012,1986,2,27,0,61,2,13.5,-88.866667,1,0,1,1,1,0,0,1,0,2,14,75,61,0,0,5,2,2,3
"7450",32639,198912020008,1989,12,2,0,110,10,31.74137,12.490069,5,0,1,1,1,0,0,1,0,3,17,94,110,0,0,6,16,1,1
"7451",24685,198704250008,1987,4,25,0,110,10,33.874026,35.695544,1,0,1,1,0,1,0,1,0,1,4,34,200,0,0,6,16,1,3
"7452",13734,198210080003,1982,10,8,0,45,3,4.08509,-72.9536,1,0,1,1,0,1,0,1,0,2,4,29,45,0,0,5,2,7,8
"7453",101652,201402080088,2014,2,8,0,95,10,35.398785,44.370738,2,0,1,1,0,1,0,1,0,3,4,29,95,0,0,6,7,0,1
"7454",114408,201501160062,2015,1,16,0,60,10,31.250196,34.24128,1,0,1,1,1,0,0,1,0,3,14,67,60,1,0,6,11,1,1
"7455",73144,200904100014,2009,4,10,0,92,6,22.697733,86.700131,1,0,1,1,1,0,0,1,0,2,2,15,92,1,0,5,5,1,2
"7456",34827,199008010017,1990,8,1,0,8,11,-9.487515,14.355478,1,1,1,1,1,0,1,1,0,3,21,107,8,0,0,6,16,0,3
"7457",116811,201503250033,2015,3,25,0,104,11,-4.041179,39.677612,1,0,1,1,1,0,0,1,0,1,3,25,104,1,0,5,2,1,7
"7458",1084,197206260002,1972,6,26,0,603,8,55.011562,-7.312045,1,0,1,1,0,1,0,1,0,1,4,34,216,0,0,5,5,1,2
"7459",95407,201307200012,2013,7,20,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,0,3,14,67,95,1,0,6,15,4,1
"7460",142878,201709050030,2017,9,5,0,153,6,32.800575,70.49556,1,0,1,1,1,0,0,0,0,3,20,108,153,0,0,6,16,0,8
"7461",97116,201309190003,2013,9,19,0,153,6,34.006004,71.53743,1,0,1,1,1,0,0,1,0,3,3,22,153,0,0,6,16,0,3
"7462",51478,199701050001,1997,1,5,0,168,11,-1.949011,30.057852,1,0,1,1,1,-9,0,1,0,9,14,71,168,0,0,13,21,9,7
"7463",106995,201406210022,2014,6,20,0,214,9,48.143208,37.753361,1,0,1,1,0,1,1,1,0,2,4,29,214,0,0,6,11,0,1
"7464",5285,197808130001,1978,8,13,0,11,3,-34.61768,-58.444435,1,0,1,1,1,0,0,1,0,3,1,2,217,0,0,6,16,0,3
"7465",96433,201308240032,2013,8,24,0,92,6,8.18027,77.745302,1,0,1,1,1,0,1,1,0,3,12,61,92,0,0,6,17,0,3
"7466",59160,200204080001,2002,4,8,0,4,6,34.417122,70.449593,1,0,1,1,1,0,0,0,0,3,2,18,4,0,0,6,16,10,1
"7467",60580,200307070008,2003,7,7,0,69,8,42.066583,8.738397,1,0,1,1,1,1,1,1,0,3,14,76,69,1,0,6,16,0,1
"7468",8519,198004100007,1980,4,10,1,83,2,14.622869,-90.529068,1,0,1,1,1,-9,0,1,0,6,8,48,83,0,0,13,21,1,7
"7469",135609,201611200059,2016,11,20,0,92,6,33.767001,74.092404,1,0,1,1,1,0,0,1,0,3,20,107,92,0,0,6,8,0,2
"7470",11448,198109070002,1981,9,7,0,83,2,14.622869,-90.529068,1,0,1,1,1,-9,0,0,0,1,3,25,83,0,0,5,2,2,7
"7471",58101,200108100008,2001,8,10,0,45,3,2.524168,-75.316146,1,0,1,1,1,0,1,1,0,2,14,72,45,1,0,5,5,3,3
"7472",35562,199010300001,1990,10,30,0,183,11,-26.184113,28.033232,1,0,1,1,1,-9,0,1,0,3,14,76,183,0,0,6,16,0,6
"7473",139706,201705110005,2017,5,11,0,95,10,33.529194,42.9123,1,0,1,1,1,0,0,0,0,3,20,107,95,0,0,6,15,0,6
"7474",116486,201503140028,2015,3,14,0,160,5,7.446227,125.95858,2,0,1,1,1,0,0,0,0,3,20,107,160,0,0,6,8,0,6
"7475",120006,201507010011,2015,7,1,0,34,11,-3.375828,29.364107,1,0,1,1,1,0,0,1,0,2,3,23,34,0,0,6,7,6,7
"7476",133998,201609270001,2016,9,27,0,182,11,2.059819,45.326115,1,0,1,1,1,0,0,1,0,1,10,54,182,0,0,5,3,1,3
"7477",101370,201402010016,2014,2,1,0,153,6,34.217285,71.561043,1,0,1,1,0,1,0,1,0,3,4,29,153,0,0,6,16,0,3
"7478",133541,201609110034,2016,9,11,0,182,11,1.716188,44.768864,1,1,1,1,0,1,1,1,0,9,4,27,182,0,0,13,21,1,3
"7479",92478,201303300024,2013,3,30,0,153,6,34.123104,72.469017,1,0,1,1,1,0,0,0,0,1,14,84,153,0,0,5,5,0,1
"7480",144951,201712090026,2017,12,9,0,4,6,31.821917,64.565462,2,0,1,1,1,0,0,1,0,2,3,22,4,0,0,5,5,0,1
"7481",116766,201503240028,2015,3,24,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,1,7
"7482",42218,199209010001,1992,9,1,0,45,3,6.242026,-75.564766,1,0,1,1,1,0,0,1,0,3,19,104,45,0,0,6,16,0,2
"7483",133685,201609180020,2016,9,18,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,75,95,0,0,6,16,2,3
"7484",71841,200812060034,2008,12,6,0,209,10,41.106178,28.689863,1,0,1,1,1,0,0,1,0,3,1,3,209,0,0,6,17,0,3
"7485",82463,201109130008,2011,9,13,0,4,6,34.516895,69.147011,1,0,1,1,1,0,1,1,1,3,7,46,217,0,0,6,13,10,3
"7486",62227,200504010009,2005,4,1,0,186,6,7.785857,81.589802,1,0,1,1,1,0,0,1,0,2,14,84,186,1,0,5,5,1,1
"7487",77066,201005040003,2010,5,4,0,92,6,22.566455,87.179183,1,0,1,1,1,0,0,1,0,2,2,15,92,1,0,5,5,1,5
"7488",40424,199203140003,1992,3,14,0,61,2,13.69288,-89.199161,1,0,0,1,1,1,0,1,0,1,14,83,61,0,0,5,3,1,4
"7489",22448,198605150009,1986,5,15,0,159,3,-13.152712,-74.218628,1,0,1,1,1,0,1,1,0,3,21,107,159,0,0,6,16,0,1
"7490",64641,200605300003,2006,5,30,0,153,6,29.855375,67.339928,1,0,1,1,1,0,0,1,0,3,14,76,153,0,0,6,7,1,4
"7491",85519,201204090015,2012,4,9,0,95,10,35.418424,44.193166,1,0,1,1,1,0,0,1,0,2,17,94,95,0,0,5,2,2,3
"7492",100358,201401030104,2014,1,3,0,153,6,34.059984,73.500828,1,0,1,1,1,0,0,0,0,3,20,107,153,0,0,6,17,0,4
"7493",134481,201610140032,2016,10,14,0,4,6,34.516895,69.147011,1,0,1,1,1,0,0,1,0,3,3,23,4,0,0,6,29,1,1
"7494",48094,199508170008,1995,8,17,0,6,10,36.763763,3.055413,1,1,1,1,0,1,0,1,0,3,4,27,6,0,0,6,15,2,2
"7495",99024,201311230003,2013,11,23,0,113,10,32.760422,22.635265,1,0,1,1,1,0,0,1,0,2,2,20,113,0,0,5,2,1,8
"7496",99914,201312210015,2013,12,21,0,1004,11,6.214625,31.565508,1,0,1,1,1,0,0,1,0,2,7,47,422,0,0,5,5,0,7
"7497",18605,198409120003,1984,9,12,0,43,3,-33.366238,-70.505302,1,0,1,1,1,0,0,1,0,3,19,99,43,0,0,6,16,0,4
"7498",1456,197303310001,1973,3,31,0,11,3,-34.61768,-58.444435,1,0,1,1,0,1,0,1,0,3,4,29,11,0,0,6,16,1,3
"7499",4436,197711210004,1977,11,21,0,185,8,43.413244,-2.902253,1,0,1,1,1,0,0,1,0,7,1,7,185,0,0,8,18,0,4
"7500",123747,201510260032,2015,10,26,0,214,9,48.363186,37.891922,1,1,1,1,0,1,1,0,0,2,4,34,214,0,0,5,5,0,3
"7501",34960,199008150014,1990,8,15,0,61,2,13.69288,-90.784191,5,0,1,1,1,0,1,1,0,3,21,107,61,0,0,6,16,0,3
"7502",140701,201706130029,2017,6,13,0,92,6,33.732216,75.157913,1,0,1,1,1,0,1,1,0,2,2,14,92,1,0,5,5,0,3
"7503",91343,201302020033,2013,2,2,0,228,10,13.357599,45.69648,1,0,1,1,0,1,0,1,0,3,4,34,228,0,0,6,11,9,3
"7504",39133,199111030004,1991,11,3,0,159,3,-13.152712,-74.218628,1,0,1,1,1,0,1,1,0,3,21,107,159,0,0,6,16,0,3
"7505",15770,198309080006,1983,9,8,0,145,2,12.19896,-86.7622,1,0,1,1,1,0,0,1,0,3,21,108,145,0,0,6,16,0,5
"7506",57906,200106210001,2001,6,21,0,185,8,43.291618,-1.977903,1,0,1,1,1,0,0,1,0,3,1,3,185,0,0,6,15,0,1
"7507",64554,200605140006,2006,5,14,0,95,10,35.45211,44.375465,1,0,1,1,1,0,0,1,0,3,3,25,95,0,0,6,10,0,3
"7508",115600,201502150021,2015,2,15,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,19,99,95,0,0,6,16,2,2
"7509",6149,197902190031,1979,2,19,0,209,10,37.867794,139.326932,5,0,1,1,1,-9,0,1,0,3,1,8,209,0,0,6,16,0,6
"7510",92815,201304140019,2013,4,14,0,153,6,35.918091,74.289803,1,0,1,1,1,0,0,0,0,3,14,84,153,0,0,6,17,0,3
"7511",15130,198305280004,1983,5,28,0,70,3,5.495556,-54.030833,1,0,1,1,1,0,0,1,0,3,2,21,69,0,0,6,16,0,3
"7512",86142,201205100001,2012,5,10,0,200,10,33.515244,36.292084,1,0,1,1,1,0,0,1,1,3,4,27,200,0,0,6,15,57,2
"7513",96656,201309010043,2013,9,1,0,4,6,33.519796,68.572411,2,0,1,1,0,1,0,1,0,2,4,34,4,0,0,5,5,3,3
"7514",139511,201705010025,2017,5,1,0,182,11,1.996396,44.9884,1,0,1,1,1,0,0,1,0,2,4,27,182,0,0,5,5,1,6
"7515",40493,199203180002,1992,3,18,0,155,10,31.502407,34.459743,1,0,1,1,1,-9,0,0,0,1,14,71,97,0,0,9,23,0,6
"7516",18784,198410110004,1984,10,11,0,145,2,13.131923,-86.345742,3,0,1,1,1,0,0,1,0,2,14,72,145,0,0,5,2,8,3
"7517",105199,201405080038,2014,5,8,0,153,6,34.404925,72.556802,1,0,1,1,1,0,0,1,0,3,8,49,153,0,0,6,16,0,1
"7518",50606,199608310004,1996,8,31,0,217,1,35.04819,-89.620111,1,0,1,1,1,0,0,1,0,7,1,9,217,0,0,8,20,0,7
"7519",104428,201404170081,2014,4,17,0,113,10,32.069286,20.151144,1,0,1,1,1,0,0,1,0,3,1,3,113,0,0,6,16,0,4
"7520",80079,201101310011,2011,1,31,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,2,1,13,95,0,0,5,5,1,1
"7521",71222,200810110005,2008,10,11,0,19,6,23.791275,90.418205,1,0,1,1,1,0,0,0,0,3,2,14,19,0,0,6,17,0,3
"7522",24345,198703100006,1987,3,10,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,3,3,25,233,0,0,6,12,1,8
"7523",47715,199506220005,1995,6,22,0,153,6,24.891115,67.143311,1,0,1,1,1,0,1,1,0,2,14,84,153,0,0,8,20,0,3
"7524",50650,199609070013,1996,9,7,0,92,6,33.778175,76.576171,2,0,1,1,1,0,0,1,0,3,14,75,92,0,0,6,11,2,4
"7525",6507,197904220002,1979,4,22,0,15,8,48.208174,16.373819,1,0,1,1,1,0,0,1,0,3,15,86,15,0,0,6,16,0,6
"7526",121269,201508080082,2015,8,8,0,200,10,33.515244,36.292084,1,0,1,1,1,0,1,1,0,3,14,75,200,0,0,6,11,5,7
"7527",113055,201412070008,2014,12,7,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,2,2,18,95,0,0,5,5,1,4
"7528",17138,198403220006,1984,3,22,0,145,2,14.446178,-84.575687,2,1,1,1,1,0,0,1,0,3,19,103,145,0,0,6,16,0,2
"7529",21822,198602070007,1986,2,7,0,160,5,11.776236,124.884694,1,0,1,1,1,0,0,1,0,1,2,18,160,0,0,13,23,1,7
"7530",37781,199107140007,1991,7,14,0,61,2,13.24111,-87.96,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,0,3
"7531",105137,201405060096,2014,5,6,0,4,6,34.341944,62.203056,4,0,1,1,0,1,0,1,0,2,4,37,422,0,0,5,5,1,1
"7532",26614,198801270003,1988,1,27,1,160,5,15.149722,120.769828,1,0,1,1,1,0,0,1,0,6,2,18,160,0,0,5,3,1,8
"7533",94382,201306100041,2013,6,10,0,4,6,32.116131,64.914745,1,0,1,1,1,0,0,1,0,3,14,68,4,0,0,6,16,1,5
"7534",34335,199006100008,1990,6,10,0,45,3,6.242026,-75.564766,1,0,1,1,1,-9,0,1,0,1,14,67,45,0,0,5,2,5,5
"7535",62742,200507060018,2005,7,6,0,167,9,43.166667,46,1,0,1,1,1,0,0,1,0,2,3,25,167,0,0,5,5,2,3
"7536",39559,199112140005,1991,12,14,0,603,8,51.504387,-0.140041,1,0,1,1,1,0,0,1,0,7,1,7,216,0,0,8,18,0,3
"7537",141045,201706240043,2017,6,24,0,95,10,33.07835,44.254719,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,0,4
"7538",40915,199204250002,1992,4,25,0,160,5,17.835788,121.72385,1,0,1,1,1,0,0,1,0,1,2,14,160,0,0,5,3,0,1
"7539",110002,201409080038,2014,9,8,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,1,2
"7540",131132,201606210042,2016,6,21,0,4,6,31.664218,64.26615,3,0,1,1,0,1,0,0,0,2,4,27,4,0,0,5,5,12,4
"7541",82393,201109060004,2011,9,6,0,182,11,2.059819,45.326115,1,0,1,1,1,0,0,1,0,3,14,76,182,1,0,6,11,6,1
"7542",59511,200207210002,2002,7,21,0,6,10,36.532543,3.684417,1,0,1,1,1,0,0,1,0,2,3,25,6,0,0,5,5,0,7
"7543",69304,200804280051,2008,4,28,0,205,5,6.700696,101.433915,4,1,1,1,1,0,0,1,0,2,14,69,205,0,0,5,5,1,3
"7544",25349,198707270001,1987,7,27,0,185,8,43.365899,-2.996356,1,0,1,1,1,0,0,1,0,3,1,4,69,0,0,6,16,0,2
"7545",68556,200802040003,2008,2,4,0,186,6,8.964041,80.787941,1,0,1,1,1,0,0,1,0,3,19,99,186,1,0,6,16,12,3
"7546",91990,201303060047,2013,3,6,0,205,5,6.545499,101.2799,1,0,1,1,0,1,0,1,0,3,4,35,205,0,0,6,15,2,1
"7547",91006,201301170016,2013,1,17,0,95,10,35.079486,44.8571,1,0,1,1,1,0,1,1,0,2,3,24,95,0,0,5,5,3,1
"7548",107823,201407120009,2014,7,12,0,182,11,1.233646,42.705821,1,0,1,1,1,0,0,1,0,9,1,4,182,0,0,13,21,0,7
"7549",97167,201309210003,2013,9,21,0,4,6,33.598633,69.228996,1,0,1,1,0,1,0,1,0,2,4,37,422,0,0,5,5,4,1
"7550",609,197103080005,1971,3,8,0,217,1,38.62774,-90.199514,1,0,1,1,0,1,0,1,0,3,4,28,217,0,0,6,16,0,3
"7551",87586,201207200004,2012,7,20,0,205,5,6.29612,101.728127,1,0,1,1,0,1,0,1,0,3,4,39,205,0,0,6,17,0,1
"7552",9064,198006290004,1980,6,29,0,69,8,48.856644,2.34233,1,0,1,1,1,0,0,1,0,3,1,3,69,0,0,6,16,0,3
"7553",877,197111300002,1971,11,30,0,217,1,41.084195,-81.514059,1,0,1,1,1,1,0,1,0,7,4,27,217,0,0,8,19,0,4
"7554",99876,201312190026,2013,12,19,0,205,5,13.785793,100.560852,1,0,1,1,1,0,0,1,0,7,14,83,205,0,0,8,19,0,3
"7555",104270,201404140041,2014,4,14,1,153,6,31.839504,70.426882,1,1,1,1,1,0,0,1,0,6,12,62,173,0,0,5,5,0,5
"7556",114365,201501150083,2015,1,15,0,153,6,34.110325,71.163803,1,0,1,1,1,0,0,0,0,3,8,49,153,0,0,6,16,0,6
"7557",44776,199404160004,1994,4,16,0,6,10,36.763763,3.055413,1,0,1,1,1,-9,0,1,0,1,14,77,6,0,0,13,23,1,2
"7558",8043,198001220004,1980,1,22,0,61,2,13.607874,-89.095335,1,0,1,1,1,0,0,1,0,1,2,15,61,0,0,13,23,3,4
"7559",90518,201212230009,2012,12,23,0,95,10,34.347343,45.383274,1,0,1,1,0,1,1,1,0,3,4,34,95,0,0,6,16,1,3
"7560",64095,200603100003,2006,3,10,0,6,10,36.789167,3.677222,1,0,1,1,1,0,0,1,0,2,3,25,6,0,0,5,2,1,7
"7561",13780,198210150002,1982,10,15,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,0,1,0,3,16,90,61,0,0,6,16,0,4
"7562",29085,198811250004,1988,11,25,0,43,3,-29.9533,-71.3436,1,0,1,1,1,0,0,1,0,3,15,86,43,0,0,6,16,0,4
"7563",116925,201503290045,2015,3,29,0,147,11,4.815554,7.049844,1,0,1,1,1,0,0,1,0,3,2,19,147,0,0,6,16,0,5
"7564",114272,201501130044,2015,1,13,0,147,11,12.164619,6.683263,4,0,1,1,1,0,0,1,0,2,14,77,147,0,0,5,5,107,1
"7565",111072,201410080014,2014,10,8,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,1,3,14,73,95,0,0,6,15,9,6
"7566",37102,199105080017,1991,5,8,0,61,2,13.95,-88.633333,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,0,7
"7567",116348,201503100021,2015,3,10,0,147,11,11.763937,12.263129,1,0,1,1,1,0,0,1,0,2,14,75,147,0,0,5,5,4,3
"7568",144071,201710300004,2017,10,30,0,95,10,35.567009,45.385494,1,0,1,1,1,0,0,0,0,2,14,84,95,0,0,5,5,0,1
"7569",28336,198808190004,1988,8,19,0,183,11,-33.941849,18.41964,1,0,1,1,0,1,0,1,0,3,4,27,183,0,0,6,16,0,1
"7570",32484,198911160004,1989,11,16,0,101,4,35.605057,140.123306,4,0,1,1,1,0,0,1,0,1,2,15,101,0,0,8,18,0,1
"7571",31781,198909150021,1989,9,15,0,92,6,31.326015,75.576183,1,1,1,1,1,-9,0,1,0,2,3,23,92,0,0,5,2,2,6
"7572",110432,201409200022,2014,9,20,0,228,10,15.325443,44.211895,1,0,1,1,0,1,1,1,0,7,4,27,228,0,0,13,23,0,3
"7573",22791,198606260009,1986,6,26,0,159,3,-12.39929,-74.865942,1,0,1,1,1,0,0,1,0,1,14,68,159,0,0,5,2,3,8
"7574",130805,201606100028,2016,6,10,0,95,10,33.349159,43.784199,1,0,1,1,0,1,0,1,0,9,4,34,95,0,0,13,23,0,1
"7575",28623,198810010004,1988,10,1,0,183,11,-29.861824,31.008293,1,0,1,1,1,0,1,1,0,3,14,75,183,0,0,6,16,0,3
"7576",118945,201505280090,2015,5,28,0,4,6,31.662674,63.014758,3,0,1,1,1,0,0,0,0,2,3,24,4,0,0,5,5,1,2
"7577",81149,201105060007,2011,5,6,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,73,95,0,0,6,29,0,6
"7578",3257,197608140012,1976,8,14,0,98,8,41.214436,9.407588,1,0,1,1,1,0,1,1,0,3,4,35,217,0,0,8,18,0,4
"7579",78445,201009060012,2010,9,6,0,153,6,35.430278,72.603333,1,0,1,1,1,0,0,1,0,7,8,49,153,0,0,8,18,0,1
"7580",87936,201208050002,2012,8,5,0,209,10,37.415668,41.371505,1,0,1,1,1,0,0,1,0,3,21,108,209,0,0,6,16,0,1
"7581",145039,201712130027,2017,12,13,0,95,10,36.354145,43.14357,1,1,1,1,1,0,0,1,0,3,17,93,95,0,0,6,16,0,2
"7582",137700,201702160010,2017,2,16,0,95,10,35.244621,44.275486,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,1,4
"7583",77362,201005270007,2010,5,27,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,0,3,17,94,95,0,0,6,17,0,1
"7584",90916,201301130027,2013,1,10,1,4,6,34.031956,68.571571,3,0,1,1,1,0,0,1,0,1,10,54,4,0,0,13,23,1,3
"7585",69054,200804090020,2008,4,9,0,153,6,24.891115,67.143311,1,0,1,1,1,0,0,1,0,7,19,99,153,0,0,8,18,0,2
"7586",49862,199605090001,1996,5,9,0,110,10,33.474535,35.359255,4,0,1,0,1,1,0,1,0,3,17,94,110,0,0,6,16,0,3
"7587",30651,198905170004,1989,5,17,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,0,1,0,3,10,55,45,0,0,6,16,0,3
"7588",74175,200907110003,2009,7,11,0,6,10,36.74704,4.370063,1,1,1,1,0,1,0,1,0,3,4,29,6,0,0,6,16,0,7
"7589",136644,201701010015,2017,1,1,0,4,6,31.467463,64.092445,1,0,1,1,1,0,0,1,0,9,3,22,4,0,0,13,23,1,3
"7590",117751,201504240049,2015,4,24,0,4,6,32.946178,69.176298,4,0,1,1,1,0,0,0,0,1,2,18,4,0,0,5,5,6,6
"7591",78881,201010100004,2010,10,10,0,182,11,3.926858,41.877171,1,0,1,1,1,0,0,1,0,6,10,53,182,1,0,13,23,0,3
"7592",123171,201510080027,2015,10,8,0,182,11,3.115641,43.64658,1,0,1,1,1,0,0,1,0,3,2,18,182,0,0,6,7,0,6
"7593",90593,201212300001,2012,12,30,0,153,6,32.432222,70.036389,1,0,1,1,0,1,0,1,0,3,4,34,153,0,0,6,12,2,6
"7594",7905,197912210004,1979,12,21,0,98,8,45.072731,7.679541,1,0,1,1,1,0,0,1,0,2,1,4,98,0,0,5,5,0,1
"7595",73529,200905140009,2009,5,14,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,2,14,71,95,0,0,5,5,1,7
"7596",20486,198507010015,1985,7,1,0,69,8,41.918891,8.737554,4,0,1,1,1,0,1,1,0,3,3,22,69,0,0,6,16,0,1
"7597",86514,201205260007,2012,5,26,0,153,6,28.587362,65.420609,1,0,1,1,1,0,0,1,0,2,8,50,153,0,0,5,5,2,1
"7598",10638,198104150001,1981,4,15,0,45,3,4.667128,-74.106056,1,0,1,1,1,-9,0,1,0,3,14,76,45,0,0,6,16,0,7
"7599",88905,201209250014,2012,9,25,0,95,10,33.303566,44.371773,1,0,1,1,0,1,0,1,0,2,4,36,95,0,0,5,5,1,3
"7600",34268,199006050001,1990,6,5,0,92,6,26.149794,91.763931,1,0,1,1,1,-9,0,1,0,3,1,1,92,0,0,6,16,0,6
"7601",36269,199101300001,1991,1,30,0,43,3,-33.366238,-70.505302,1,0,1,1,1,-9,0,1,0,7,1,3,217,0,0,8,19,0,2
"7602",47182,199504100005,1995,4,10,0,19,6,26.029791,88.455961,1,0,1,0,1,1,0,1,0,9,22,111,19,0,0,13,23,1,6
"7603",134783,201610250003,2016,10,25,0,4,6,34.128723,71.085815,1,0,1,1,1,0,0,1,0,2,3,24,4,0,0,5,5,8,3
"7604",106349,201406040068,2014,6,4,0,153,6,28.245169,69.183701,1,0,1,1,0,1,0,1,0,2,4,39,153,0,0,5,5,10,1
"7605",132037,201607220059,2016,7,22,0,95,10,33.397812,43.706276,1,0,1,1,1,0,0,0,0,3,14,76,95,0,0,6,17,0,3
"7606",43210,199211140001,1992,11,14,0,209,10,37.643451,40.908717,1,0,1,1,1,-9,0,1,0,2,3,25,209,0,0,5,2,4,4
"7607",20757,198508120003,1985,8,12,0,43,3,-33.366238,-70.505302,1,0,1,1,1,0,0,1,0,3,3,22,43,0,0,6,16,0,7
"7608",74029,200906270006,2009,6,27,0,74,7,42.715902,41.987861,1,0,1,1,1,0,0,1,0,3,3,23,74,0,0,6,8,0,6
"7609",120180,201507050057,2015,7,5,0,4,6,32.397381,64.47316,3,0,1,1,1,0,0,1,0,3,20,107,217,0,0,6,16,7,4
"7610",31485,198908240009,1989,8,24,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,1,0,0,3,10,54,45,0,0,6,16,0,2
"7611",74773,200909030003,2009,9,3,0,205,5,6.717959,101.593027,3,0,1,1,1,0,0,1,0,3,2,18,205,0,0,6,17,0,3
"7612",30375,198904160006,1989,4,16,0,186,6,6.941837,79.861687,1,0,1,1,1,-9,0,1,0,3,1,12,186,0,0,6,16,0,1
"7613",87261,201207010032,2012,7,1,0,38,1,45.555202,-73.608972,1,0,1,1,1,0,0,1,0,7,10,54,38,0,0,8,19,0,4
"7614",115920,201502240086,2015,2,24,0,19,6,22.341896,91.815117,1,0,1,1,1,0,0,1,0,3,19,105,19,0,0,6,17,0,1
"7615",127378,201602220030,2016,2,21,0,95,10,33.74324,44.623825,1,0,1,1,1,0,0,1,0,1,3,25,95,0,0,6,29,2,7
"7616",138063,201703010052,2017,3,1,0,65,11,11.216079,35.09233,1,0,1,1,1,0,0,0,0,3,21,107,65,0,0,6,11,13,3
"7617",54363,199807190002,1998,7,19,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,2,14,68,233,0,0,5,5,1,3
"7618",2117,197411080001,1974,11,8,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,1,14,69,233,0,0,5,5,1,1
"7619",91119,201301230021,2013,1,23,0,4,6,34.346722,62.197315,1,0,1,1,1,0,0,1,0,3,3,23,4,1,0,6,16,1,4
"7620",38341,199108310005,1991,8,31,0,69,8,43.481402,-1.514699,1,0,1,1,1,0,0,1,0,3,1,7,69,0,0,6,16,0,7
"7621",7457,197909240001,1979,9,24,0,94,10,35.724533,51.40519,1,0,1,1,1,0,0,1,0,3,7,45,173,0,0,6,16,0,3
"7622",26720,198802110004,1988,2,11,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,0,1,0,3,1,4,61,0,0,6,16,0,8
"7623",40848,199204150007,1992,4,15,0,155,10,32.222271,35.253506,1,0,1,1,0,1,0,1,0,2,4,29,97,0,0,5,2,1,3
"7624",39181,199111060009,1991,11,6,0,61,2,13.802046,-87.896732,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,7,8
"7625",87395,201207080031,2012,7,8,0,182,11,4.73538,45.2024,1,0,1,1,0,1,0,1,0,2,4,34,65,0,0,6,11,3,3
"7626",60649,200307290003,2003,7,29,0,228,10,15.325443,44.211895,1,0,1,1,1,0,0,1,0,3,7,46,217,0,0,6,16,0,4
"7627",108225,201407200037,2014,7,19,0,4,6,36.709167,71.573889,2,0,1,1,1,0,0,1,0,3,3,23,4,0,0,6,8,4,2
"7628",22129,198603260043,1986,3,26,0,43,3,-36.816006,-73.037659,1,0,1,1,1,0,1,1,0,3,1,3,43,0,0,6,16,0,4
"7629",14549,198302260004,1983,2,26,0,155,10,31.530243,35.094162,1,0,1,1,1,0,0,1,0,2,14,71,155,0,0,5,2,0,3
"7630",32526,198911210001,1989,11,21,0,92,6,34.08374,74.789902,1,0,1,1,1,-9,0,0,0,1,1,4,92,0,0,5,3,0,3
"7631",88671,201209090039,2012,9,9,0,4,6,32.373546,66.314673,1,0,1,1,1,0,0,0,0,3,20,108,4,0,0,6,16,7,3
