"","iyear","imonth","iday","extended","country","region","latitude","longitude","specificity","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","attacktype1","targtype1","targsubtype1","natlty1","guncertain1","individual","weaptype1","weapsubtype1","nkill","nwound","property","Cluster"
"15314",2005,3,7,0,95,10,33.74324,44.623825,1,0,1,1,1,1,1,1,1,3,4,36,95,0,0,6,13,11,25,-9,2
"15315",1989,4,5,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,0,1,0,1,14,82,61,0,0,5,3,1,0,0,7
"15316",2016,5,3,0,200,10,36.201721,37.14352,1,0,1,1,1,0,1,1,0,3,14,75,200,0,0,6,11,1,7,1,5
"15317",2008,6,6,0,6,10,36.87806,3.72306,2,0,1,1,0,1,0,1,0,3,4,34,6,1,0,6,16,6,4,1,6
"15318",2016,8,26,0,60,10,31.212225,34.117065,1,0,1,1,1,0,0,0,0,3,20,108,60,0,0,6,16,0,0,0,5
"15319",1990,3,24,0,603,8,54.863117,-6.278343,1,0,1,1,1,0,0,1,0,3,3,22,233,0,0,6,16,0,0,1,6
"15320",1992,8,9,0,92,6,30.381945,75.546798,1,1,1,1,1,-9,1,1,0,1,3,25,92,0,0,5,2,5,0,0,3
"15321",2010,5,4,1,4,6,33.319571,68.451297,3,0,1,1,1,0,0,1,0,6,14,77,4,1,0,13,23,0,0,0,8
"15322",1998,4,6,0,110,10,33.233416,35.516795,1,0,1,1,1,0,1,0,0,3,4,34,110,1,0,6,16,0,1,1,6
"15323",1994,9,22,0,83,2,14.622869,-90.529068,1,0,1,1,1,0,0,1,0,3,14,74,83,0,0,6,16,0,0,1,7
"15324",1994,2,1,0,102,10,31.950001,35.933331,1,0,1,1,1,-9,0,1,0,3,1,11,102,0,0,6,16,0,2,1,3
"15325",2014,7,27,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,3,15,86,95,0,0,6,16,0,0,1,5
"15326",2014,3,2,0,195,11,11.642511,25.012481,2,0,1,1,1,0,1,1,0,7,14,75,195,0,0,8,18,16,50,1,5
"15327",2017,7,3,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,1,3,4,34,95,0,0,6,13,3,1,-9,2
"15328",2008,7,2,0,92,6,23.905309,86.193332,1,0,1,1,1,0,0,1,0,2,14,73,92,0,0,5,5,0,1,-9,2
"15329",1989,1,27,0,61,2,14.176874,-88.920431,1,0,1,1,1,0,0,1,0,1,14,68,61,0,0,5,2,1,0,0,7
"15330",1980,11,19,0,98,8,41.890961,12.490069,1,0,1,1,1,0,0,1,0,3,6,43,209,0,0,6,16,0,0,1,6
"15331",1970,4,22,0,217,1,37.874043,-122.280022,1,0,1,1,1,0,1,1,0,7,8,49,217,0,0,8,19,0,0,1,7
"15332",1988,12,19,0,45,3,6.242026,-75.564766,1,1,1,1,1,0,0,0,0,1,2,15,45,0,0,5,2,0,0,0,7
"15333",1979,6,29,0,61,2,13.835,-89.274444,1,0,1,1,1,0,0,1,0,2,20,109,61,0,0,5,5,2,0,0,7
"15334",1995,3,1,0,92,6,25.779565,84.749889,3,0,1,1,1,0,0,1,0,1,22,109,92,0,0,5,5,2,4,0,5
"15335",2015,6,14,0,160,5,7.345892,125.53295,1,0,1,1,0,1,0,0,0,2,4,29,160,0,0,5,2,3,0,0,6
"15336",1991,6,18,0,603,8,54.594562,-6.931393,1,0,1,1,1,0,0,1,0,3,3,22,233,0,0,6,16,0,0,1,6
"15337",1996,4,9,0,92,6,24.663717,93.906269,1,1,1,1,1,0,0,1,0,2,3,23,92,0,0,5,5,12,0,1,6
"15338",1982,1,27,0,362,8,51.512054,7.463573,1,0,1,1,1,0,0,1,0,3,7,46,235,0,0,6,16,0,0,1,6
"15339",1991,6,19,0,209,10,41.106178,28.689863,1,0,1,1,1,0,0,1,0,3,2,21,209,0,0,6,16,0,0,1,6
"15340",2016,8,17,0,4,6,37.38483,69.453363,3,0,1,1,1,0,0,0,0,9,14,75,4,0,0,13,24,0,0,0,8
"15341",1986,2,28,0,61,2,13.56667,-88.88333,1,0,1,1,1,0,0,1,0,6,14,68,61,0,0,13,23,0,0,0,8
"15342",2015,3,22,0,92,6,23.259933,77.412749,1,0,1,1,1,0,0,0,0,1,10,53,92,0,0,13,23,0,1,0,8
"15343",2016,10,10,0,182,11,4.193211,44.994213,1,0,1,1,0,1,0,1,0,3,4,27,422,0,0,6,11,0,0,-9,2
"15344",1983,10,31,0,45,3,2.44186,-76.60617,1,0,1,1,1,0,0,1,0,6,14,77,45,0,0,13,23,0,0,0,8
"15345",1988,4,12,0,45,3,6.242026,-75.564766,1,0,1,1,1,0,0,1,0,1,8,48,45,0,0,5,2,1,2,0,7
"15346",1990,11,9,0,160,5,14.596051,120.978666,1,0,1,1,1,0,0,0,0,3,7,46,217,0,0,6,7,0,0,1,6
"15347",1990,11,27,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,1,1,0,3,21,107,61,0,0,6,16,0,0,1,7
"15348",1990,5,21,0,43,3,-33.366238,-70.505302,1,0,1,1,1,0,0,1,0,3,15,86,217,0,0,6,16,0,0,1,7
"15349",2014,4,12,0,153,6,30.200819,66.994354,1,0,1,1,1,0,0,1,0,3,14,74,153,0,0,6,17,0,0,1,5
"15350",2016,3,13,0,147,11,7.56884,9.74937,1,0,1,1,1,0,1,1,0,2,14,75,147,0,0,5,5,0,0,1,5
"15351",1985,8,2,0,159,3,-24.194867,124.241966,5,0,1,1,1,0,0,1,0,1,2,15,159,0,0,9,23,1,0,0,6
"15352",1992,10,14,0,84,11,9.509132,-13.712144,1,0,1,1,1,0,0,1,0,1,2,17,84,0,0,5,2,0,0,1,6
"15353",1995,5,23,0,186,6,7.733107,81.68882,1,0,1,1,1,0,0,1,0,9,3,22,186,0,0,13,23,1,9,1,8
"15354",2017,6,8,0,4,6,34.41666,70.30748,3,0,1,1,1,0,0,0,0,3,20,107,92,0,0,6,16,0,0,0,5
"15355",1986,4,24,0,185,8,40.465595,-3.696263,1,0,1,1,1,0,0,1,0,3,14,79,185,0,0,6,15,5,0,1,5
"15356",2013,8,16,0,92,6,24.214748,94.268814,1,0,1,1,1,0,0,1,0,3,4,29,92,0,0,6,12,0,0,1,6
"15357",1988,12,14,0,43,3,-33.050125,-71.612251,1,0,1,1,1,0,0,0,0,2,1,7,43,0,0,5,3,0,1,1,7
"15358",2013,9,13,0,4,6,33.191738,68.102051,3,0,1,1,0,1,0,1,0,3,4,34,4,0,0,6,8,3,0,0,6
"15359",2015,6,17,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,2,6,-9,2
"15360",1973,11,22,0,11,3,-31.399301,-64.182129,1,0,1,1,1,0,0,1,0,1,1,4,217,0,0,5,2,1,0,0,7
"15361",1996,2,7,0,19,6,22.372936,90.337372,4,0,1,1,1,0,1,1,0,2,14,73,19,0,0,8,18,0,0,1,5
"15362",2016,11,25,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,0,0,1,2,15,95,0,0,13,23,0,0,0,8
"15363",2016,9,8,0,60,10,29.997915,30.963032,1,0,1,1,1,0,0,1,0,2,3,25,60,0,0,5,2,1,0,-9,2
"15364",2016,5,10,0,228,10,12.825647,44.846416,1,0,1,1,0,1,0,0,0,1,4,39,228,0,0,6,15,0,0,1,6
"15365",1991,2,18,0,30,3,-23.550711,-46.633475,1,0,1,1,1,-9,0,1,0,3,1,4,217,0,0,6,16,0,3,1,3
"15366",1984,3,1,0,43,3,-36.816006,-73.037659,1,0,1,1,1,0,0,1,0,3,21,107,43,1,0,6,16,0,0,1,7
"15367",2016,11,20,0,138,5,22.036199,98.133856,4,0,1,1,1,0,1,0,0,2,3,22,138,0,0,5,5,0,0,0,6
"15368",2013,12,13,0,153,6,34.217285,71.561043,1,0,1,1,1,0,0,1,0,9,3,22,153,0,0,13,23,0,0,1,8
"15369",2006,2,16,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,3,23,95,0,0,6,15,1,3,-9,2
"15370",1974,8,31,0,217,1,40.697132,-73.931351,1,0,1,1,1,0,0,1,0,3,1,11,217,0,0,6,28,0,0,1,7
"15371",2015,9,16,0,209,10,38.500718,43.375591,1,0,1,1,0,1,1,1,0,3,4,34,209,0,0,6,11,0,1,0,6
"15372",2012,11,14,0,95,10,32.000385,44.330967,1,0,1,1,1,0,0,0,0,3,20,107,95,0,0,6,15,0,0,0,5
"15373",1970,2,23,0,217,1,42.47031,-96.413949,1,0,1,1,1,0,1,1,0,3,21,107,217,0,0,6,28,0,0,0,7
"15374",2008,7,25,0,95,10,36.354145,43.14357,1,1,1,1,1,0,0,1,0,3,14,67,92,0,0,6,17,3,0,1,5
"15375",2003,5,19,0,45,3,11.354774,-72.520483,4,0,1,1,1,0,0,0,0,6,1,10,422,0,0,13,23,0,0,0,8
"15376",1997,1,13,0,168,11,-1.705091,29.558617,1,0,1,1,1,0,0,1,0,3,7,47,422,0,0,6,7,0,0,1,6
"15377",2015,10,13,0,97,10,33.303566,12.490069,5,0,1,1,0,1,0,1,0,2,4,35,97,0,0,5,4,0,0,1,6
"15378",1997,12,31,0,183,11,-29.861824,31.008293,1,0,1,1,1,-9,0,1,0,2,18,97,75,0,0,9,23,1,0,0,3
"15379",2017,12,20,0,182,11,2.142623,45.116717,3,0,1,1,0,1,0,1,0,2,4,27,182,0,0,6,7,1,1,-9,2
"15380",2017,1,4,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,1,3,14,67,95,0,0,6,15,6,14,-9,2
"15381",1972,7,15,0,362,8,53.553813,9.991586,1,0,1,1,1,-9,0,1,0,3,1,7,75,0,0,6,16,0,0,1,3
"15382",2015,1,13,0,160,5,6.497216,122.105141,1,0,1,1,1,0,0,1,0,3,1,12,160,0,0,6,7,0,0,1,6
"15383",2013,9,18,0,4,6,36.705776,68.87706,1,0,1,1,1,0,0,1,0,1,2,19,4,0,0,5,5,1,0,0,6
"15384",1979,1,19,0,362,8,51.931264,7.352391,1,0,1,1,1,0,0,1,0,3,16,88,75,0,0,6,16,0,0,1,5
"15385",1991,2,14,0,222,3,10.482834,-66.962128,1,0,1,1,1,0,0,1,0,3,15,86,217,0,0,6,16,0,0,1,7
"15386",1991,7,14,0,159,3,-12.068306,-75.210163,3,0,1,1,0,1,0,1,0,1,4,29,159,0,0,5,3,1,0,0,7
"15387",2014,10,7,0,123,11,18.442701,1.411332,1,0,1,1,1,0,0,1,0,3,7,47,422,0,0,6,11,1,2,0,6
"15388",1990,3,27,0,153,6,34.006004,71.53743,1,0,1,1,1,0,0,1,0,1,12,62,4,0,0,5,3,1,0,0,5
"15389",1982,8,26,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,1,14,69,233,0,0,5,5,1,11,0,5
"15390",1985,8,3,0,183,11,-32.842552,27.442833,4,0,1,1,1,-9,0,1,0,9,2,14,183,0,0,13,23,0,0,1,8
"15391",2014,2,27,0,147,11,9.544178,8.895066,1,0,1,1,1,0,1,1,0,2,14,75,147,0,0,5,5,0,0,1,5
"15392",2007,6,12,0,95,10,33.848618,44.522125,1,0,1,1,1,0,0,1,0,2,19,99,95,0,0,5,5,2,0,-9,2
"15393",1979,5,0,0,160,5,7.083241,125.600998,1,0,1,1,1,0,1,1,0,1,14,77,160,0,0,5,5,1,0,0,5
"15394",2017,7,4,0,113,10,32.755737,12.723051,1,0,1,1,1,0,0,1,0,7,3,22,113,0,0,5,5,0,0,1,6
"15395",2011,7,16,0,92,6,26.638547,85.070747,3,0,1,1,1,0,0,1,0,2,14,77,92,0,0,9,23,1,0,-9,2
"15396",1989,12,17,0,186,6,6.189834,80.095394,1,0,1,1,1,0,0,1,0,1,2,18,186,0,0,5,3,1,0,0,6
"15397",1995,11,30,0,19,6,23.791275,90.418205,1,0,1,1,1,0,0,1,0,3,2,15,19,0,0,6,16,0,0,1,6
"15398",2016,10,22,0,92,6,23.211583,88.403856,1,0,1,1,1,0,0,1,0,3,20,109,92,0,0,6,17,0,0,0,5
"15399",2017,3,7,0,182,11,2.716451,45.68372,1,0,1,1,1,0,0,1,0,7,14,75,182,0,0,8,18,0,0,1,5
"15400",1996,4,3,0,160,5,6.929089,122.07885,1,0,1,1,1,-9,0,1,0,3,1,11,160,0,0,6,31,0,0,1,3
"15401",1994,2,3,0,45,3,6.242026,-75.564766,1,0,1,1,1,0,0,1,0,3,1,11,45,0,0,6,16,0,0,1,7
"15402",2015,11,29,0,155,10,31.784838,35.224613,1,0,1,1,1,0,0,1,0,2,3,25,97,0,0,9,23,1,1,0,6
"15403",2014,9,20,0,228,10,15.325443,44.211895,1,0,1,1,1,0,0,1,0,3,4,27,228,0,0,6,11,1,3,1,6
"15404",1999,11,19,0,185,8,43.311307,-1.900896,1,0,1,1,1,0,0,1,0,7,19,100,185,0,0,8,19,0,0,1,5
"15405",2014,3,4,0,60,10,29.997915,30.963032,1,0,1,1,1,0,0,1,0,3,19,105,60,0,0,6,16,0,0,1,5
"15406",1986,6,17,0,185,8,40.465595,-3.696263,1,0,1,1,0,1,0,1,0,9,4,35,185,0,0,13,23,3,0,1,8
"15407",1986,5,24,0,45,3,7.39002,-73.50099,1,0,1,1,1,0,0,1,0,3,2,15,45,0,0,6,16,0,4,1,7
"15408",1982,2,18,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,1,1,0,3,14,75,45,0,0,6,16,0,1,1,7
"15409",2013,11,2,0,95,10,34.76086,42.804933,3,0,1,1,1,0,0,1,0,3,17,94,95,0,0,6,15,1,0,1,5
"15410",2015,3,29,0,95,10,33.664354,44.373779,2,0,1,1,0,1,0,1,0,3,4,29,95,0,0,6,16,1,4,0,6
"15411",2000,3,26,0,45,3,6.443891,-76.688315,2,0,1,1,1,0,0,1,0,2,14,67,45,1,0,6,7,29,0,1,7
"15412",2016,3,20,0,4,6,32.629753,62.490807,1,0,1,1,0,1,0,1,0,3,4,34,4,0,0,6,8,1,5,0,6
"15413",2017,10,11,0,229,11,-1.298331,29.491788,1,0,1,1,1,0,0,1,0,2,2,20,229,0,0,5,5,7,7,1,6
"15414",2013,8,19,0,95,10,34.881348,44.62513,1,0,1,1,1,0,0,1,0,3,14,74,95,0,0,6,15,3,8,-9,2
"15415",2017,7,10,0,153,6,24.891115,67.143311,1,0,1,1,1,0,0,1,0,3,14,77,44,0,0,6,14,0,0,0,5
"15416",2016,6,17,0,167,9,42.98542,47.450668,1,0,1,1,1,0,0,1,0,3,3,23,167,0,0,6,16,0,0,0,6
"15417",2006,12,31,0,205,5,13.727896,100.524124,4,0,1,1,1,0,0,1,0,3,14,71,205,0,0,6,12,2,12,1,5
"15418",1997,12,6,0,92,6,11.079703,77.175836,1,0,1,1,1,0,1,1,0,3,19,100,92,0,0,6,16,10,75,1,4
"15419",2013,10,2,0,153,6,28.386432,66.227987,1,0,1,1,0,1,0,1,0,2,4,29,153,0,0,6,11,0,0,0,6
"15420",2017,6,3,0,78,8,40.620663,22.952,1,0,1,1,1,0,0,1,0,7,14,84,78,0,0,8,19,0,0,1,5
"15421",1987,12,23,0,83,2,15.987447,-90.784191,1,0,1,1,1,-9,0,1,0,2,3,22,83,0,0,5,2,5,4,1,3
"15422",1976,7,12,0,217,1,40.697132,-73.931351,1,0,1,1,1,0,1,1,0,3,1,7,217,0,0,6,14,0,0,1,7
"15423",1979,9,26,0,185,8,41.400635,2.150913,1,0,1,1,1,0,0,1,0,3,3,22,185,0,0,6,16,0,0,1,6
"15424",2002,7,18,0,69,8,42.699997,9.447317,1,0,1,1,1,0,0,1,0,3,3,22,69,0,0,6,16,0,0,1,6
"15425",1990,4,25,0,92,6,33.778175,76.576171,4,0,1,1,1,0,1,1,0,1,14,77,92,0,0,5,3,1,0,0,5
"15426",1986,10,24,0,145,2,13.62679,-85.8254,1,0,1,1,0,1,0,1,0,2,4,29,145,0,0,5,2,21,16,1,7
"15427",2015,7,27,0,147,11,10.907588,12.088498,2,0,1,1,1,0,1,0,0,9,14,75,147,0,0,13,23,0,0,0,8
"15428",2013,3,16,0,4,6,34.846589,71.097317,4,0,1,1,1,0,0,0,0,3,20,109,153,0,0,6,17,0,0,0,5
"15429",1995,10,22,0,92,6,34.161541,74.553093,1,0,1,1,1,0,0,1,0,3,3,23,92,0,0,6,8,5,5,1,6
"15430",2017,6,18,0,147,11,11.685787,12.415134,1,0,1,1,0,1,0,1,0,9,4,34,147,0,0,13,21,3,0,0,8
"15431",1996,12,3,0,88,2,14.0833,-87.2167,1,0,1,1,1,0,0,0,0,3,2,21,88,0,0,6,16,0,0,1,7
"15432",1981,8,31,0,83,2,15.498381,-90.982067,4,0,1,1,1,0,0,1,0,7,1,9,83,0,0,8,19,0,2,1,7
"15433",1988,6,23,0,603,8,54.101529,-6.526442,1,0,1,1,0,1,0,1,0,2,4,31,233,0,0,5,2,0,1,1,6
"15434",2013,11,9,0,92,6,24.800352,93.020599,1,0,1,1,1,0,0,1,0,7,2,21,92,0,0,8,20,0,0,1,8
"15435",2015,4,5,0,60,10,31.212225,34.117065,1,1,1,1,1,0,1,0,0,2,3,24,60,0,0,5,5,0,0,0,6
"15436",1995,11,22,0,153,6,25.999413,63.047451,1,1,1,1,1,0,0,1,0,1,2,18,153,0,0,5,5,3,0,0,6
"15437",1996,4,8,0,6,10,36.266667,1.966667,1,0,1,1,1,0,0,1,0,3,19,100,6,0,0,6,16,0,0,1,5
"15438",2013,11,26,0,95,10,36.34,43.13,2,1,1,1,1,0,0,1,0,2,14,71,95,0,0,5,5,1,0,0,5
"15439",2014,8,19,0,113,10,32.80849,13.150985,1,0,1,1,1,0,0,1,0,3,14,76,113,0,0,6,11,3,7,-9,2
"15440",2013,4,19,0,4,6,36.924234,66.18333,3,0,1,1,1,0,0,1,0,1,2,18,4,0,0,5,5,1,0,1,6
"15441",2000,11,24,0,36,5,11.558831,104.917445,1,0,1,1,1,0,1,1,0,2,2,21,36,1,0,6,7,8,14,1,6
"15442",2008,9,28,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,0,3,14,71,95,1,0,6,15,1,1,-9,2
"15443",1997,6,26,0,6,10,36.00129,2.90429,1,0,1,1,1,0,0,1,0,2,14,75,6,0,0,9,23,22,0,1,5
"15444",2016,7,3,1,113,10,31.754255,14.007956,1,0,1,1,1,0,0,1,0,6,14,71,60,0,0,5,5,0,0,0,5
"15445",2008,3,16,1,95,10,34.621521,43.668377,1,1,1,1,1,1,0,1,0,6,4,34,95,0,0,13,23,0,0,0,8
"15446",1987,2,1,0,153,6,33.671638,73.056068,1,0,1,1,1,0,1,1,0,7,21,106,153,1,0,6,16,0,0,1,5
"15447",2014,3,25,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,2,14,71,95,0,0,5,5,1,0,0,5
"15448",1992,1,5,0,97,10,31.771599,35.2034,1,0,1,1,1,-9,0,1,0,3,1,7,97,0,0,6,16,0,0,1,3
"15449",2016,2,15,0,95,10,36.319386,41.861473,1,0,1,1,0,1,0,0,1,3,4,27,95,0,0,6,13,4,0,0,6
"15450",2004,6,18,0,92,6,34.205605,74.353867,1,0,1,1,1,0,0,1,0,3,3,25,92,0,0,6,7,7,0,0,6
"15451",2017,6,19,0,160,5,10.38,123.2,2,0,1,1,1,0,0,1,0,2,4,34,160,0,0,5,3,1,0,0,6
"15452",1974,3,17,0,603,8,54.446968,-6.39292,1,0,1,1,1,0,0,1,0,1,3,25,233,0,0,5,4,1,0,0,6
"15453",2013,5,25,0,4,6,33.690498,69.049336,1,0,1,1,1,0,0,1,0,1,2,18,4,0,0,5,5,1,0,0,6
"15454",2014,4,27,0,153,6,32.523347,69.429499,3,0,1,1,0,1,0,1,0,3,4,35,153,0,0,6,16,3,3,1,6
"15455",2016,8,5,1,160,5,7.582127,122.856814,1,0,1,1,1,0,0,1,0,6,14,67,160,0,0,5,5,0,0,0,5
"15456",1999,3,26,0,78,8,37.99749,23.762728,1,0,1,1,1,0,0,1,0,3,1,4,217,1,0,6,16,0,0,1,6
"15457",2015,8,10,0,209,10,37.56837,44.287501,2,0,1,1,1,0,0,1,0,3,19,103,209,0,0,6,8,0,0,1,5
"15458",1994,1,14,0,209,10,39.930771,32.76754,1,1,1,1,1,0,1,1,0,3,19,99,209,0,0,6,14,0,2,1,5
"15459",2007,11,5,0,205,5,6.541147,101.280395,3,0,1,1,1,0,0,1,0,2,4,34,205,0,0,5,5,2,0,0,6
"15460",2016,2,16,0,160,5,17.968716,121.931521,1,0,1,1,1,0,1,1,0,3,3,25,160,0,0,6,16,8,8,0,6
"15461",2014,11,11,0,113,10,32.069286,20.151144,1,0,1,1,1,0,1,1,0,7,14,83,113,0,0,8,18,0,0,1,5
"15462",2013,8,1,0,95,10,33.375759,44.702866,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,1,6,0,5
"15463",2014,9,29,0,147,11,10.650107,13.2968,1,0,1,1,1,0,1,1,0,6,14,75,147,0,0,6,16,20,22,1,5
"15464",2013,10,14,0,205,5,6.075992,101.297732,3,0,1,1,1,0,0,1,0,3,3,25,205,0,0,6,16,0,11,1,6
"15465",2012,12,16,0,95,10,35.45211,44.375465,1,0,1,1,1,0,1,1,0,3,10,55,95,0,0,6,15,2,10,-9,2
"15466",1987,6,9,0,159,3,-3.570725,-80.459595,1,0,1,1,0,1,1,1,0,2,4,29,159,0,0,5,2,0,1,1,7
"15467",2012,5,23,0,153,6,33.431389,70.486667,1,1,1,1,1,0,0,1,0,2,14,69,153,0,0,6,7,0,4,1,5
"15468",1974,5,7,0,603,8,54.684823,-5.965868,1,0,1,1,1,0,0,1,0,2,17,93,233,0,0,5,5,2,0,1,5
"15469",2005,7,27,0,95,10,33.303566,44.371773,1,1,1,1,1,0,0,1,0,2,1,5,95,0,0,5,2,17,20,0,6
"15470",1984,7,4,0,61,2,13.766667,-88.75,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,3,0,1,7
"15471",2002,5,8,0,195,11,5.069299,33.438353,2,0,1,1,1,0,1,1,0,2,14,67,195,0,0,8,18,79,0,1,5
"15472",2002,2,12,0,167,9,43.127544,45.539974,1,0,1,1,1,0,0,0,0,3,8,49,167,0,0,6,8,0,0,0,6
"15473",2010,1,6,0,153,6,34.856902,71.429936,3,0,1,1,1,0,0,1,0,3,8,49,153,1,0,6,11,0,0,1,6
"15474",1998,9,13,0,6,10,33.8,2.883333,1,0,1,1,1,0,1,1,0,2,14,67,6,0,0,6,16,3,2,0,5
"15475",1995,7,5,0,155,10,31.308194,34.287996,1,0,1,1,1,0,0,0,0,3,14,75,97,0,0,6,16,0,0,1,5
"15476",2010,7,23,0,95,10,32.887157,44.341637,1,0,1,1,1,0,0,1,0,3,1,2,95,0,0,6,16,0,9,1,6
"15477",2013,12,31,0,228,10,13.843289,44.759748,4,0,1,1,1,0,0,1,0,3,1,7,228,0,0,6,16,0,2,-9,2
"15478",1991,7,6,0,209,10,38.059832,37.188274,1,1,1,1,1,0,0,1,0,2,14,71,209,0,0,5,2,7,0,1,5
"15479",2013,8,30,0,4,6,37.037092,69.176681,2,0,1,1,1,0,0,1,1,1,2,18,4,1,0,6,13,13,40,-9,2
"15480",2017,3,1,1,4,6,34.711389,70.251944,1,0,1,1,0,1,1,1,0,6,4,27,4,0,0,5,5,5,3,-9,2
"15481",2015,5,2,0,200,10,36.201721,37.14352,1,0,1,1,1,0,1,1,0,3,14,75,200,0,0,6,11,2,10,1,5
"15482",2017,9,21,0,92,6,33.931011,75.114212,1,0,1,1,1,0,0,0,0,1,2,18,92,1,0,6,7,4,29,1,6
"15483",2016,4,16,0,4,6,33.312932,62.143202,3,0,1,1,1,0,0,1,0,2,15,86,4,0,0,5,5,2,2,0,5
"15484",2016,8,7,0,92,6,33.789497,75.103386,1,0,1,1,1,0,1,1,0,8,14,84,92,0,0,9,21,0,0,0,8
"15485",2009,8,9,0,185,8,39.569505,2.649965,1,0,1,1,1,0,1,1,0,3,1,2,185,0,0,6,17,0,2,1,6
"15486",2013,7,7,0,60,10,31.126646,33.800865,1,0,1,1,1,0,1,1,0,3,21,106,60,0,0,6,16,0,0,1,5
"15487",2015,12,27,0,147,11,11.831098,13.150967,2,0,1,1,1,0,1,1,0,2,14,76,147,0,0,5,5,0,0,1,5
"15488",2016,6,6,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,6,14,69,95,0,0,8,18,19,0,0,5
"15489",2015,11,27,0,4,6,33.04098,66.712915,3,0,1,1,1,0,0,1,0,6,2,18,4,0,0,9,23,1,0,0,8
"15490",2015,9,23,0,95,10,33.693947,45.067425,1,0,1,1,1,0,0,1,0,3,20,107,95,0,0,6,15,1,1,0,5
"15491",2014,5,3,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,3,26,95,0,0,6,29,1,0,1,6
"15492",1994,9,28,0,87,2,18.527716,-72.33284,1,0,1,1,1,0,0,1,0,9,14,83,83,0,0,13,23,0,1,1,8
"15493",1983,8,3,1,65,11,9.356784,13.235582,5,0,1,1,1,0,0,1,0,6,12,62,199,0,0,13,23,0,0,0,8
"15494",2014,8,19,1,4,6,34.341944,62.203056,4,0,1,1,1,0,0,1,0,6,2,18,4,0,0,5,5,0,0,0,6
"15495",2016,3,12,0,198,8,57.543158,12.437561,1,0,1,1,1,0,1,1,0,7,14,65,198,0,0,8,18,0,0,1,8
"15496",1995,6,16,0,92,6,33.733336,75.148983,3,0,1,1,0,1,0,1,0,3,4,35,92,0,0,6,8,8,2,1,6
"15497",2013,1,5,0,153,6,33.915234,71.458679,1,1,1,0,1,1,0,1,0,3,15,86,153,0,0,6,16,0,0,1,1
"15498",1990,9,10,0,160,5,13.7576,121.058325,1,0,1,1,1,0,0,1,0,1,3,25,160,1,0,5,2,1,0,0,6
"15499",2017,1,17,0,4,6,34.689769,70.14558,4,0,1,1,1,0,0,0,0,3,20,107,153,0,0,6,16,0,0,0,5
"15500",2016,5,11,0,4,6,33.30506,62.148785,2,0,1,1,0,1,0,0,0,2,4,27,4,0,0,5,5,18,20,0,6
"15501",2017,4,3,0,160,5,6.687966,124.678774,1,0,1,1,1,0,0,1,0,3,1,4,160,1,0,6,17,0,8,-9,2
"15502",2014,9,29,0,160,5,12.658218,123.953912,1,0,1,1,0,1,1,0,0,9,4,27,160,0,0,13,21,0,0,0,8
"15503",1981,6,3,0,217,1,34.097866,-118.407379,1,0,1,1,1,-9,1,1,0,3,14,82,209,0,0,6,16,0,0,1,3
"15504",2015,12,3,0,160,5,8.947538,125.540623,2,0,1,1,0,1,0,1,0,2,4,29,160,0,0,5,2,1,0,-9,2
"15505",2017,1,5,0,4,6,34.417122,70.449593,1,0,1,1,1,0,0,1,0,3,14,73,4,0,0,6,29,1,4,-9,2
"15506",2012,6,20,0,228,10,15.325443,44.211895,1,0,1,1,1,0,0,0,1,3,2,21,228,0,0,6,13,0,0,0,6
"15507",2011,3,2,0,153,6,33.528893,71.056122,1,0,1,1,1,0,0,1,0,3,19,99,153,0,0,6,12,0,4,1,5
"15508",2009,11,5,0,4,6,33.279501,69.598588,2,0,1,1,1,0,0,1,0,3,1,12,4,1,0,6,17,2,2,1,6
"15509",1990,9,18,0,110,10,33.888523,35.503513,1,0,1,1,1,0,0,1,0,1,8,50,217,0,0,6,16,0,0,1,6
"15510",1987,1,24,0,110,10,33.888523,35.503513,1,0,1,1,1,0,0,1,0,6,8,49,217,0,0,13,24,0,0,0,8
"15511",1996,10,26,0,45,3,6.23384,-75.1617,3,0,1,1,1,0,1,1,0,3,21,107,45,0,0,6,16,0,0,1,7
"15512",2011,4,15,0,94,10,31.285506,48.643416,1,0,1,1,1,0,0,1,0,2,3,22,94,1,0,5,5,3,3,0,6
