"","iyear","imonth","iday","extended","country","region","latitude","longitude","specificity","vicinity","crit1","crit2","crit3","doubtterr","multiple","success","suicide","attacktype1","targtype1","targsubtype1","natlty1","guncertain1","individual","weaptype1","weapsubtype1","nkill","nwound","property","Cluster"
"1",2014,10,1,0,214,9,47.981647,37.762325,1,0,1,1,1,0,0,1,0,3,19,99,214,0,0,6,11,6,1,1,5
"2",1978,1,2,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,0,1,0,3,1,3,45,0,0,6,16,0,0,1,7
"3",2013,12,16,0,603,8,54.607712,-5.95621,1,1,1,1,1,0,0,0,0,3,14,76,233,0,0,6,31,0,0,0,5
"4",1987,1,28,0,153,6,24.891115,67.143311,1,0,1,1,1,-9,1,1,0,6,2,17,153,0,0,5,2,0,0,0,3
"5",1982,5,16,0,159,3,-12.948146,-74.020842,1,0,1,1,1,0,0,1,0,7,1,7,159,0,0,5,2,0,6,1,7
"6",2014,12,30,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,0,0,3,20,107,95,0,0,6,16,0,0,0,5
"7",2010,3,25,1,153,6,32.974638,70.14558,3,0,1,1,1,0,0,1,0,6,2,20,153,0,0,5,5,2,0,-9,2
"8",2014,11,30,0,153,6,26.102882,62.368946,1,0,1,1,0,1,0,1,0,3,4,39,153,0,0,6,11,2,2,1,6
"9",2014,6,24,0,153,6,34.166925,71.596302,1,0,1,1,1,0,0,1,0,3,21,106,153,0,0,6,16,0,0,1,5
"10",2002,8,6,0,45,3,5.28223,-73.16934,3,0,1,1,1,0,0,1,0,3,21,108,45,0,0,6,28,0,0,1,7
"11",1991,6,13,0,209,10,41.106178,28.689863,1,0,1,1,1,0,1,0,0,3,1,3,209,0,0,6,16,0,0,1,6
"12",2014,6,22,0,214,9,47.953388,39.741482,1,0,1,1,0,1,0,1,0,2,4,36,214,0,0,5,5,0,1,-9,2
"13",2014,3,13,0,153,6,34.217285,71.561043,1,0,1,1,1,0,0,1,0,2,1,6,153,0,0,5,5,2,0,-9,2
"14",2002,5,18,1,88,2,15.50167,-88.02774,3,1,1,1,1,0,0,1,0,6,2,18,88,0,0,5,5,0,0,0,7
"15",1984,10,21,0,69,8,48.856644,2.34233,1,0,1,1,1,-9,0,1,0,3,1,7,69,0,0,6,16,0,0,1,3
"16",2008,6,4,0,95,10,31.044371,46.261452,1,0,1,1,1,0,0,1,0,3,3,25,95,0,0,6,15,0,4,1,6
"17",1982,5,5,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,0,1,0,3,21,107,61,0,0,6,28,0,1,1,7
"18",1984,4,9,0,43,3,-33.366238,-70.505302,1,0,1,1,1,0,0,1,0,3,21,107,43,1,0,6,16,0,0,1,7
"19",2016,1,16,0,113,10,30.144287,16.786492,4,0,1,1,1,0,0,1,0,6,14,113,113,0,0,12,23,1,0,0,8
"20",2014,4,9,0,95,10,32.419325,45.651986,3,0,1,1,1,0,1,1,0,3,14,67,95,1,0,6,15,1,10,0,5
"21",2014,3,24,0,104,11,3.938715,41.844707,1,0,1,1,0,1,0,1,0,9,4,29,104,0,0,13,21,1,0,-9,8
"22",2017,4,21,0,95,10,36.354145,43.14357,1,0,1,1,1,0,1,0,0,3,20,107,95,0,0,6,17,0,0,0,5
"23",2000,11,29,0,89,4,22.444469,114.0258,1,0,1,1,1,0,0,1,0,3,14,73,89,0,0,6,15,0,1,1,5
"24",2001,3,9,0,185,8,43.267549,-1.975814,1,0,1,1,1,0,0,1,0,3,3,25,185,0,0,6,15,1,1,1,6
"25",2013,7,19,0,228,10,12.825647,44.846416,1,0,1,1,1,0,0,1,0,1,17,94,228,1,0,5,5,1,0,0,5
"26",1990,2,15,0,45,3,6.17215,-75.609571,1,0,1,1,1,-9,0,1,0,3,1,4,217,0,0,6,16,0,0,1,3
"27",1997,3,22,0,138,5,16.887781,96.149559,1,0,1,1,1,-9,1,1,0,9,15,86,138,0,0,13,23,0,0,1,8
"28",1982,2,22,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,0,1,0,6,10,53,45,0,0,13,23,0,0,0,8
"29",2017,3,23,0,195,11,13.515365,22.748597,2,0,1,1,1,0,0,1,0,2,14,73,195,0,0,5,5,0,1,1,5
"30",2015,3,29,0,4,6,32.61797,65.872375,1,0,1,1,1,0,0,1,0,3,8,48,4,0,0,6,16,1,0,-9,2
"31",1997,9,12,0,28,9,44.775833,17.185556,1,0,1,1,1,0,0,1,0,3,7,45,422,0,0,6,7,0,1,1,6
"32",2014,10,28,0,113,10,32.073238,23.944855,1,0,1,1,1,0,0,1,0,3,20,107,113,0,0,6,15,0,0,0,5
"33",2017,9,28,0,4,6,32.37001,62.128456,1,0,1,1,1,0,0,1,0,9,3,22,4,0,0,13,27,5,2,0,8
"34",1979,3,10,0,69,8,48.856644,2.34233,1,0,1,1,1,0,0,1,0,3,1,3,69,0,0,6,16,0,0,1,6
"35",2012,1,24,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,19,104,95,0,0,6,16,0,6,0,5
"36",2014,3,18,0,95,10,34.92485,43.491413,1,0,1,1,1,0,0,1,0,3,3,24,95,0,0,6,15,1,6,-9,2
"37",1992,12,9,0,45,3,4.667128,-74.106056,1,0,1,1,1,0,0,0,0,3,1,8,45,1,0,6,16,0,0,1,7
"38",1987,1,24,0,98,8,46.496714,11.358008,1,0,1,1,1,0,0,1,0,3,2,15,98,0,0,6,16,0,0,1,6
"39",1992,5,22,0,69,8,41.591369,9.278311,1,0,1,1,1,0,0,1,0,3,2,21,69,0,0,6,16,0,0,1,6
"40",1991,3,31,0,160,5,14.596051,120.978666,1,0,1,1,1,-9,0,1,0,3,1,3,160,0,0,6,17,0,0,1,3
"41",2016,11,23,0,182,11,1.996396,44.9884,1,0,1,1,1,0,0,1,0,1,14,68,182,0,0,5,3,1,0,0,5
"42",2003,11,14,0,209,10,41.106178,28.689863,1,0,1,1,1,0,1,1,1,3,15,86,209,0,0,6,15,11,151,1,4
"43",2012,8,21,0,147,11,10.6111,12.195,1,0,1,1,1,0,1,1,0,2,15,86,147,1,0,5,5,1,0,0,5
"44",2011,8,15,0,182,11,4.093836,45.509602,4,0,1,1,1,0,0,1,0,6,12,62,55,0,0,13,23,0,0,0,8
"45",2008,1,7,0,4,6,34.888943,71.17688,1,1,1,1,1,0,0,1,0,3,14,77,4,0,0,6,8,2,4,0,5
"46",2003,2,18,0,36,5,11.558831,104.917445,1,0,1,1,1,0,0,1,0,1,22,109,36,0,0,5,3,1,0,0,5
"47",1980,3,17,0,217,1,40.697132,-73.931351,1,0,1,1,1,0,0,1,0,3,1,3,235,0,0,6,16,0,0,1,7
"48",2009,6,15,0,92,6,23.420525,88.748142,1,1,1,1,1,0,0,1,0,7,3,22,92,0,0,8,18,3,0,1,8
"49",2012,3,17,0,200,10,33.515244,36.292084,1,0,1,1,1,0,1,1,1,3,2,20,200,0,0,6,15,15,70,1,4
"50",2000,6,21,0,603,8,55.011562,-7.312045,1,0,1,1,1,1,0,1,0,8,14,69,233,0,0,9,21,0,1,0,8
"51",1987,10,25,0,159,3,-12.068306,-75.210163,1,0,1,1,1,0,0,1,0,3,14,74,159,0,0,6,16,3,0,1,7
"52",2012,10,3,0,95,10,35.45211,44.375465,1,1,1,1,1,0,0,1,0,3,3,25,95,0,0,6,15,0,7,0,6
"53",2009,4,19,0,153,6,33.697271,71.144852,3,0,1,1,1,0,0,1,0,3,14,67,153,0,0,6,17,2,1,1,5
"54",2015,5,24,0,45,3,1.807981,-78.768396,1,0,1,1,1,0,0,1,0,3,3,23,45,0,0,6,7,1,2,1,7
"55",2012,1,13,0,4,6,32.61797,65.872375,1,1,1,1,0,1,0,1,0,3,4,37,422,0,0,6,16,0,2,1,6
"56",1987,11,26,0,231,11,-20.120995,28.62729,1,0,1,1,1,0,0,1,0,2,15,87,231,0,0,5,2,8,0,1,5
"57",1983,9,5,0,61,2,13.536835,-88.780584,1,0,1,1,0,1,0,1,0,2,4,29,61,0,0,5,2,4,0,1,7
"58",2010,11,5,0,205,5,13.769722,100.552778,3,0,1,1,1,0,0,0,0,3,2,21,205,0,0,6,17,0,0,1,6
"59",1983,5,21,0,45,3,6.313712,-73.950146,3,0,1,1,1,0,0,1,0,6,1,9,45,0,0,13,27,1,0,0,8
"60",1997,6,9,0,83,2,14.622869,-90.529068,1,0,1,1,1,-9,0,1,0,4,1,8,69,0,0,5,5,0,1,0,3
"61",1981,4,7,0,603,8,55.011562,-7.312045,1,0,1,1,1,0,0,1,0,1,2,18,216,1,0,5,5,1,0,0,6
"62",1982,8,12,0,603,8,55.011562,-7.312045,1,0,1,1,0,1,0,1,0,2,4,29,216,1,0,5,5,0,0,1,6
"63",1979,1,2,0,185,8,42.815372,-1.653616,1,0,1,1,1,0,0,1,0,3,3,25,185,0,0,6,16,1,0,1,6
"64",1994,5,17,1,182,11,2.059819,45.326115,1,0,1,1,1,-9,0,1,0,6,7,47,422,0,0,13,23,0,0,0,8
"65",2010,5,19,0,92,6,22.33648,86.94864,1,0,1,1,1,0,0,1,0,6,2,15,92,0,0,5,5,1,0,-9,2
"66",2001,2,12,0,185,8,40.465595,-3.696263,1,0,1,1,1,0,0,1,0,3,2,14,185,1,0,6,15,0,0,1,6
"67",1973,7,4,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,4,14,69,233,0,0,8,18,1,0,0,5
"68",1995,6,5,0,153,6,24.891115,67.143311,1,0,1,1,1,-9,0,1,0,4,7,45,217,0,0,13,23,0,0,1,3
"69",1995,6,17,0,153,6,24.891115,67.143311,1,0,1,1,1,-9,0,1,0,1,14,67,153,0,0,13,23,1,0,0,3
"70",2013,12,25,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,16,1,3,0,5
"71",2015,3,4,0,153,6,31.201797,73.170047,1,1,1,1,1,0,0,1,0,2,8,48,153,0,0,5,5,1,0,1,6
"72",1985,1,15,0,145,2,12.481654,-83.74916,5,0,1,1,0,1,0,1,0,2,4,29,145,0,0,5,2,10,5,1,7
"73",2014,1,21,0,153,6,34.002579,71.382477,1,0,1,1,1,0,0,0,0,3,20,107,153,0,0,6,16,0,0,0,5
"74",1972,5,12,0,11,3,-34.61768,-58.444435,1,0,1,1,1,0,0,1,0,3,1,12,217,0,0,6,16,0,0,1,7
"75",1991,10,8,0,75,8,51.050991,13.733633,1,0,1,1,1,-9,0,1,0,3,1,4,75,0,0,6,16,0,0,1,3
"76",2014,10,13,0,214,9,48.346134,38.424828,1,0,1,1,1,0,1,1,0,3,4,34,214,0,0,6,11,1,1,0,6
"77",2012,1,11,0,153,6,34.021103,71.287421,4,0,1,1,1,0,0,1,0,3,14,76,153,0,0,6,11,0,2,1,5
"78",2012,9,28,0,153,6,33.908508,71.473129,1,0,1,1,1,0,1,1,0,3,3,25,153,1,0,6,12,1,0,0,6
"79",2001,11,11,1,118,9,42.024722,21.079722,1,0,1,1,1,0,0,1,0,5,14,67,118,0,0,5,5,0,0,0,5
"80",1989,4,5,0,61,2,13.69288,-89.199161,1,0,1,1,1,0,0,1,0,3,14,79,61,0,0,6,16,0,0,1,7
"81",2009,4,20,0,153,6,34.856902,71.429936,3,0,1,1,1,0,0,1,0,3,8,49,153,0,0,6,17,0,0,1,6
"82",2009,10,6,0,95,10,33.163559,43.863106,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,15,8,25,0,5
"83",2014,8,19,1,4,6,34.341944,62.203056,4,0,1,1,1,0,0,1,0,6,2,18,4,0,0,5,5,0,0,0,6
"84",2015,5,5,0,95,10,33.303566,44.371773,1,0,1,1,1,0,0,1,0,3,14,74,95,0,0,6,16,2,7,1,5
"85",2014,12,8,0,186,6,7.350548,80.682582,1,0,1,1,1,0,1,1,0,9,2,15,186,0,0,13,23,0,0,1,8
"86",1988,8,29,0,110,10,35.064873,45.14945,5,0,1,1,1,0,0,0,0,1,22,109,110,0,0,6,16,0,0,0,5
"87",1973,10,1,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,2,14,69,233,0,0,5,5,1,0,0,5
"88",1994,6,3,0,59,3,-0.186449,-76.646968,2,0,1,1,1,-9,0,1,0,6,1,1,217,0,0,13,23,0,0,0,3
"89",1971,5,11,0,217,1,34.097866,-118.407379,1,0,1,1,1,0,1,1,0,7,1,3,217,0,0,8,20,0,0,1,7
"90",2014,2,20,0,4,6,32.391558,64.477172,3,0,1,1,1,0,0,1,0,3,3,22,4,0,0,6,11,4,0,1,6
"91",2013,5,16,0,147,11,13.036389,8.317778,1,0,1,1,1,0,1,1,0,3,1,3,147,0,0,6,16,1,2,1,6
"92",2006,6,29,0,99,11,6.732771,-7.349604,1,0,1,1,1,0,0,1,0,9,14,67,99,0,0,13,21,7,12,-9,8
"93",2016,7,21,0,92,6,24.798346,93.94043,1,0,1,1,1,0,0,1,0,3,2,18,92,0,0,6,7,0,0,-9,2
"94",2014,7,10,0,97,10,31.248484,34.787853,1,0,1,1,1,0,1,1,0,3,1,11,97,0,0,6,11,0,0,0,6
"95",1987,4,1,0,183,11,-26.252697,27.870275,1,0,1,1,1,0,0,0,0,1,2,15,183,0,0,6,7,0,0,0,6
"96",2005,3,12,1,95,10,34.727722,43.649687,1,1,1,1,1,0,0,1,0,6,14,67,95,0,0,13,21,0,0,0,8
"97",2009,3,25,0,153,6,28.633307,69.190369,1,0,1,1,1,0,0,1,0,3,21,106,153,0,0,6,17,0,0,1,5
"98",2014,6,26,0,95,10,33.509167,44.234167,2,0,1,1,1,0,0,1,0,3,19,99,95,0,0,6,16,2,5,1,5
"99",2008,11,7,0,4,6,34.521317,65.249245,1,0,1,1,1,0,0,1,0,1,2,18,4,1,0,5,5,1,1,1,6
"100",2012,3,10,0,153,6,29.034412,69.158661,1,0,1,1,1,0,0,1,0,2,17,94,153,0,0,5,5,6,0,1,5
"101",2012,8,3,0,229,11,0.050659,29.687597,1,0,1,1,1,0,1,1,0,2,2,14,229,0,0,5,5,0,0,0,6
"102",2002,5,2,0,153,6,24.891115,67.143311,1,0,1,1,1,0,1,1,0,3,1,7,153,1,0,6,16,0,0,1,6
"103",2012,12,17,0,113,10,31.918644,22.429146,1,0,1,1,1,0,0,0,0,1,3,25,113,0,0,5,5,0,0,1,6
"104",1992,3,21,0,153,6,27.706604,68.848197,1,1,1,1,1,-9,0,1,0,2,3,22,153,0,0,5,2,2,0,1,3
"105",1989,7,20,0,4,6,34.516895,69.147011,1,0,1,1,1,-9,0,0,0,3,14,79,4,0,0,6,16,0,0,1,3
"106",2011,5,9,1,153,6,24.891115,67.143311,1,0,1,1,1,0,0,1,0,6,2,15,153,0,0,13,21,0,0,0,8
"107",1994,6,16,0,160,5,8.240043,124.244766,1,0,1,1,1,-9,0,1,0,1,14,68,214,0,0,13,21,1,0,0,3
"108",1986,5,13,0,61,2,13.733333,-88.883333,1,0,1,1,1,0,1,1,0,3,21,107,61,0,0,6,16,0,0,1,7
"109",2013,2,15,1,92,6,26.635315,91.687549,1,0,1,1,1,0,0,1,0,6,1,12,92,0,0,5,5,0,0,0,6
"110",1992,2,14,0,6,10,36.763763,3.055413,1,0,1,1,1,-9,0,1,0,7,3,22,6,0,0,5,2,0,0,1,3
"111",2017,9,27,0,209,10,37.466111,44.064444,4,0,1,1,1,0,0,0,0,1,14,84,209,0,0,6,29,0,0,1,5
"112",2014,1,3,0,19,6,23.903182,89.056153,3,0,1,1,1,0,1,1,0,7,2,19,19,0,0,8,18,0,0,1,8
"113",1984,6,24,0,92,6,32.040763,75.401886,1,1,1,1,1,0,0,1,0,3,14,75,92,0,0,6,16,1,2,1,5
"114",2011,10,11,0,228,10,12.825647,44.846416,1,0,1,1,0,1,0,1,1,3,4,29,228,0,0,6,13,1,4,1,6
"115",1992,1,26,0,98,8,45.694903,9.669953,1,0,0,1,1,1,0,0,0,6,14,71,98,0,0,5,3,0,0,0,5
"116",2017,3,5,0,4,6,34.091049,70.69136,1,0,1,1,0,1,1,0,1,3,4,27,4,0,0,6,13,8,1,0,6
"117",2015,5,2,1,200,10,36.201721,37.14352,1,0,1,1,1,0,0,1,0,6,14,68,110,0,0,13,23,0,0,0,8
"118",2017,3,23,0,200,10,33.515244,36.292084,1,0,1,1,1,0,0,1,0,3,14,75,200,0,0,6,11,0,0,-9,2
"119",1992,5,16,0,45,3,7.638588,-73.327328,3,0,1,1,1,0,0,1,0,3,21,108,45,0,0,6,16,0,0,1,7
"120",2007,7,18,0,95,10,31.044371,46.261452,1,0,1,1,1,0,0,1,0,3,3,23,95,0,0,6,16,7,14,-9,2
"121",1991,8,22,0,159,3,-11.967368,-76.978462,1,0,1,1,1,-9,0,1,0,3,1,5,159,0,0,6,28,9,0,1,3
"122",2006,2,9,0,205,5,6.166706,101.911987,3,0,1,1,1,0,0,1,0,3,8,48,205,0,0,6,16,0,0,0,6
"123",2017,9,13,0,60,10,31.250196,34.24128,1,0,1,1,0,1,0,1,1,3,4,36,60,0,0,6,13,8,14,-9,2
"124",2014,7,5,0,182,11,1.789637,44.529976,1,1,1,1,0,1,0,1,0,9,4,34,422,0,0,13,22,1,0,0,8
"125",2014,7,20,0,182,11,2.059819,45.326115,1,0,1,1,1,0,0,1,0,2,14,67,182,1,0,5,5,1,0,0,5
"126",1986,8,19,0,145,2,12.282033,-86.267014,5,0,1,1,1,-9,0,1,0,3,14,73,145,0,0,6,8,7,5,1,3
"127",2015,4,12,0,205,5,5.95214,101.712705,1,1,1,1,1,0,1,1,0,2,14,69,205,1,0,5,2,2,0,1,5
"128",2010,5,4,0,45,3,6.667608,-71.209013,1,0,1,1,1,0,0,0,0,3,14,67,45,1,0,6,17,0,0,0,7
"129",2013,5,14,0,95,10,33.349159,43.784199,1,0,1,1,1,0,0,1,0,2,17,94,95,0,0,5,5,2,0,0,5
"130",2013,11,25,0,95,10,33.303566,44.371773,1,0,1,1,1,0,1,1,1,3,1,2,95,1,0,6,13,9,19,1,6
"131",1988,4,14,0,159,3,-10.79257,-76.90911,1,0,1,1,1,0,0,1,0,9,14,75,159,0,0,13,23,7,0,0,8
"132",1988,11,10,0,130,1,17.760674,-92.594903,1,0,1,1,1,-9,0,1,0,1,14,82,130,0,0,5,3,2,0,0,3
"133",2014,5,18,0,95,10,33.349159,43.784199,1,0,1,1,1,0,1,1,0,3,14,76,95,0,0,6,16,1,1,1,5
"134",2014,7,9,0,153,6,30.370974,68.599319,1,0,1,1,0,1,0,1,0,2,4,27,153,0,0,5,5,5,1,-9,2
"135",2016,8,14,0,205,5,6.478826,101.13333,1,0,1,1,1,0,1,1,0,3,1,7,205,0,0,6,17,0,0,1,6
"136",1981,11,19,0,61,2,13.804534,-89.03645,1,0,1,1,1,0,0,1,0,3,19,103,61,0,0,6,16,0,0,1,7
"137",2014,3,31,0,182,11,4.010857,44.513226,1,0,1,1,0,1,0,1,0,9,4,29,422,0,0,13,23,0,0,-9,8
"138",2007,1,23,0,92,6,33.921168,75.014605,1,0,1,1,1,0,0,1,0,3,3,25,92,0,0,6,8,2,6,0,6
"139",2014,5,6,0,214,9,48.419957,37.052242,1,0,1,1,0,1,0,1,0,6,4,28,214,0,0,5,5,0,0,0,6
"140",1994,4,2,0,183,11,-30.749812,30.450054,1,1,1,1,1,-9,0,1,0,1,14,67,183,0,0,5,2,9,0,0,3
"141",1977,7,27,0,217,1,38.210293,-122.132103,1,0,1,1,1,0,0,0,0,3,1,5,217,0,0,6,16,0,0,1,7
"142",2016,11,26,0,95,10,36.354145,43.14357,1,0,1,1,1,0,0,1,0,2,14,67,95,0,0,5,4,1,0,0,5
"143",1980,4,4,0,45,3,7.08582,-70.75779,3,0,1,1,1,0,0,1,0,2,3,22,45,0,0,5,2,3,0,1,7
"144",2011,5,19,0,195,11,9.753099,28.41039,1,1,1,1,1,0,0,1,0,2,4,34,195,1,0,5,5,22,2,-9,2
"145",2005,5,13,0,219,7,41.266667,69.216667,1,0,1,1,1,1,0,0,0,9,7,46,97,0,0,7,19,1,0,0,8
"146",1996,8,18,0,69,8,41.930607,8.742907,1,0,1,1,1,0,0,1,0,3,2,14,69,0,0,6,16,0,0,1,6
"147",2014,4,7,0,95,10,33.403057,43.911865,1,0,1,1,1,0,0,1,0,3,14,67,95,0,0,6,11,0,4,1,5
"148",1994,1,20,0,209,10,39.930771,32.76754,1,0,1,1,1,0,0,1,0,3,2,15,209,0,0,6,16,0,1,1,6
"149",1972,12,20,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,1,0,2,14,69,233,0,0,5,5,1,0,0,5
"150",2016,7,9,0,19,6,42.346365,87.894245,5,0,1,1,1,0,0,1,0,3,14,67,19,0,0,6,17,0,2,0,5
"151",2001,8,18,0,45,3,10.98766,-74.95335,3,0,1,1,1,0,0,1,0,8,14,68,45,0,0,9,26,1,0,0,8
"152",2013,8,11,0,95,10,33.31065,44.038208,1,0,1,1,0,1,0,1,1,3,4,36,95,0,0,6,15,3,9,0,6
"153",2016,8,14,0,113,10,32.867867,13.189067,1,0,1,1,1,0,0,0,0,2,2,21,113,0,0,5,5,0,0,0,6
"154",1974,3,4,0,11,3,-31.399301,-64.182129,1,0,1,1,1,0,0,1,0,3,15,86,11,0,0,8,19,0,0,1,7
"155",1977,12,21,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,1,1,0,3,1,8,216,0,0,6,16,0,0,1,6
"156",2016,1,27,0,95,10,33.587431,43.329466,2,0,1,1,0,1,0,0,1,3,4,34,95,0,0,6,15,4,0,0,6
"157",1997,10,19,0,146,11,15.620232,7.894257,1,0,1,1,1,0,0,1,0,2,14,75,146,0,0,5,5,27,0,1,5
"158",2008,6,10,0,160,5,7.209594,124.241966,1,0,1,1,1,0,0,1,0,2,4,31,217,0,0,5,5,0,0,0,6
"159",1994,7,5,0,69,8,41.883333,8.783333,1,0,1,1,1,-9,1,1,0,3,14,76,69,0,0,6,16,0,0,1,3
"160",1992,7,3,0,156,2,8.994269,-79.518792,1,0,1,1,1,-9,0,1,0,2,2,21,156,0,0,8,18,0,0,1,3
"161",1986,5,4,0,97,10,31.771599,35.2034,1,0,1,1,1,0,0,1,0,3,1,1,97,0,0,6,16,0,0,1,6
"162",1994,7,9,0,50,9,45.491667,15.55,1,0,1,1,1,0,0,1,0,3,7,47,422,0,0,6,16,0,0,1,6
"163",1995,3,5,0,153,6,24.891115,67.143311,1,0,1,1,1,-9,0,1,0,2,14,67,153,0,0,5,5,3,0,1,3
"164",2009,2,22,0,92,6,18.578762,82.281954,1,0,1,1,1,0,1,1,0,7,3,22,92,0,0,8,18,0,0,1,8
"165",2014,10,3,1,147,11,9.516667,8.7,2,0,1,1,1,0,1,1,0,2,14,75,147,0,0,5,5,1,0,1,5
"166",2012,6,14,0,182,11,3.517245,42.768143,1,0,1,1,0,1,0,0,0,9,4,34,422,0,0,13,23,0,0,0,8
"167",1976,3,1,0,94,10,35.724533,51.40519,1,0,1,1,1,0,0,0,0,3,6,43,75,0,0,6,16,0,0,0,6
"168",2014,10,30,0,146,11,15.046071,2.701572,1,0,1,1,0,1,1,0,0,2,4,29,146,0,0,5,5,0,0,0,6
"169",1988,4,22,0,92,6,31.326015,75.576183,1,0,1,1,1,-9,0,1,0,1,14,77,92,0,0,5,2,7,1,0,3
"170",1984,3,11,0,155,10,31.502407,34.459743,1,0,1,1,0,1,0,1,0,3,4,29,97,0,0,6,16,0,0,0,6
"171",2014,2,23,0,153,6,26.653826,63.955358,1,0,1,1,1,0,0,1,0,3,14,78,153,0,0,6,8,1,8,1,5
"172",2016,6,11,0,4,6,34.092682,70.469264,3,0,1,1,1,0,0,1,0,2,3,22,4,0,0,5,5,18,13,1,6
"173",2017,5,23,0,92,6,18.758305,81.173557,1,1,1,1,1,0,0,1,0,3,3,23,92,0,0,6,16,0,0,0,6
"174",2014,12,5,0,60,10,31.126646,33.800865,1,0,1,1,1,0,0,1,0,3,3,25,60,0,0,6,16,0,5,1,6
"175",2017,2,25,0,160,5,7.763809,125.120193,1,0,1,1,1,0,0,1,0,7,1,9,160,0,0,8,18,0,0,1,8
"176",2009,11,21,1,153,6,33.915234,71.458679,1,0,1,1,1,0,0,1,0,3,8,49,153,0,0,6,17,0,0,1,6
"177",1987,2,23,0,603,8,54.607712,-5.95621,1,0,1,1,1,0,0,0,0,1,2,14,233,0,0,5,5,0,1,0,6
"178",2015,8,15,0,209,10,37.922218,40.184376,1,0,1,1,1,0,0,1,0,3,14,84,209,0,0,6,17,0,1,-9,2
"179",2010,6,30,0,6,10,22.785,5.52278,1,0,1,1,1,0,0,1,0,9,3,25,6,1,0,13,23,11,0,0,8
"180",1982,7,5,0,83,2,15.575,-91.825,1,0,1,1,0,1,0,1,0,2,4,29,83,0,0,5,2,8,0,1,7
"181",2005,4,11,0,205,5,6.425461,101.825314,4,0,1,1,1,0,1,1,0,2,14,68,205,0,0,5,5,1,1,0,5
"182",1990,3,18,0,110,10,33.888523,35.503513,1,0,1,1,0,1,0,0,0,3,4,34,200,0,0,6,15,0,0,1,6
"183",1987,6,23,0,160,5,13.391652,41.864167,5,0,1,1,1,0,0,1,0,6,2,21,160,0,0,5,3,0,0,0,6
"184",2014,2,28,0,95,10,36.273106,43.159374,1,0,1,1,1,0,1,1,0,3,14,76,95,0,0,6,16,0,0,1,5
"185",2011,2,21,0,147,11,4.92315,6.26093,1,1,1,1,1,0,0,1,0,3,2,15,147,0,0,6,28,0,0,1,6
"186",2013,5,1,0,153,6,27.960898,68.642051,1,0,1,1,1,0,0,1,1,3,14,84,153,0,0,6,13,1,2,1,5
"187",1997,8,9,0,45,3,41.244772,39.451253,5,0,1,1,1,0,1,1,0,3,1,9,45,0,0,6,16,0,0,1,6
"188",1987,11,17,0,145,2,13.839446,-83.932081,4,0,1,1,1,0,0,1,0,2,1,9,145,0,0,5,2,2,0,1,7
"189",2010,11,1,0,167,9,43.316667,45.066667,1,0,1,1,1,0,1,1,0,7,15,86,167,0,0,8,18,0,0,1,5
"190",1981,12,27,0,83,2,14.526389,-90.759722,1,0,1,1,1,0,0,1,0,1,10,54,83,0,0,5,3,1,0,0,7
"191",2016,9,14,0,95,10,35.415855,43.114769,1,0,1,1,0,1,1,0,1,3,4,34,95,0,0,6,15,5,6,-9,2
"192",2008,3,17,0,153,6,34.320023,71.399002,1,0,1,1,1,0,1,1,0,3,3,24,153,0,0,6,16,0,0,-9,2
"193",2014,8,20,0,153,6,33.528893,71.056122,1,0,1,1,1,0,0,0,0,3,14,76,153,0,0,6,16,0,0,0,5
"194",1990,6,3,0,110,10,33.888523,35.503513,1,0,1,1,1,0,0,1,0,2,17,93,110,0,0,5,2,2,0,1,5
"195",2011,3,31,0,153,6,34.14658,71.743538,1,0,1,1,1,0,0,1,1,1,2,18,153,0,0,6,13,14,29,1,6
"196",2013,9,1,0,153,6,28.009182,67.84906,1,0,1,1,1,0,0,0,0,3,21,106,153,0,0,6,8,0,0,0,5
"197",2009,12,11,0,153,6,32.604797,70.912751,3,0,1,1,1,0,0,1,0,3,1,1,153,0,0,6,16,0,5,1,6
"198",2009,3,2,0,4,6,31.60063,64.369652,1,0,1,1,1,0,0,1,0,3,14,73,4,1,0,6,8,3,1,1,5
"199",2012,8,8,0,155,10,31.907141,35.198219,1,0,1,1,1,0,0,1,0,2,2,21,155,0,0,5,5,0,0,1,6
"200",2010,7,21,0,92,6,33.313294,75.763367,1,1,1,1,1,0,0,1,0,6,1,2,92,1,0,9,23,1,0,0,8
"201",1990,8,22,0,153,6,24.891115,67.143311,1,0,1,0,1,1,0,1,0,2,22,110,153,0,0,5,2,0,0,1,1
"202",2017,2,25,0,45,3,7.946283,-72.898807,4,0,1,1,1,0,0,0,0,1,2,15,45,1,0,5,5,0,0,1,7
